Municipality,Province,Gender,Registered voters (2019),Registered voters (2022),Change,Percentage change
Claveria,Masbate,FEMALE,12318.0,12437,119.0,0.97
Claveria,Masbate,MALE,12483.0,12590,107.0,0.86
Claveria,Misamis Oriental,FEMALE,16764.0,18006,1242.0,7.41
Claveria,Misamis Oriental,MALE,18430.0,19629,1199.0,6.51
Columbio,Sultan Kudarat,FEMALE,8714.0,9364,650.0,7.46
Columbio,Sultan Kudarat,MALE,10462.0,10957,495.0,4.73
Compostela,Cebu,FEMALE,16859.0,18528,1669.0,9.9
Compostela,Cebu,MALE,15857.0,18094,2237.0,14.11
Compostela,Davao De Oro (Compostela Valley),FEMALE,26690.0,29950,3260.0,12.21
Compostela,Davao De Oro (Compostela Valley),MALE,27197.0,31145,3948.0,14.52
Concepcion,Iloilo,FEMALE,13315.0,14052,737.0,5.54
Concepcion,Iloilo,MALE,13468.0,14473,1005.0,7.46
Concepcion,Misamis Occidental,FEMALE,1861.0,1854,-7.0,-0.38
Concepcion,Misamis Occidental,MALE,2251.0,2292,41.0,1.82
Concepcion,Romblon,FEMALE,1682.0,1670,-12.0,-0.71
Concepcion,Romblon,MALE,1751.0,1705,-46.0,-2.63
Concepcion,Tarlac,FEMALE,48807.0,53250,4443.0,9.1
Concepcion,Tarlac,MALE,48633.0,53326,4693.0,9.65
Conner,Apayao,FEMALE,7476.0,8150,674.0,9.02
Conner,Apayao,MALE,8168.0,8921,753.0,9.22
Consolacion,Cebu,FEMALE,43970.0,48564,4594.0,10.45
Consolacion,Cebu,MALE,40942.0,45881,4939.0,12.06
Corcuera,Romblon,FEMALE,3328.0,3278,-50.0,-1.5
Corcuera,Romblon,MALE,3326.0,3227,-99.0,-2.98
Cordoba,Cebu,FEMALE,20189.0,23477,3288.0,16.29
Cordoba,Cebu,MALE,18974.0,22713,3739.0,19.71
Cordon,Isabela,FEMALE,14126.0,14632,506.0,3.58
Cordon,Isabela,MALE,13764.0,14718,954.0,6.93
Corella,Bohol,FEMALE,2923.0,3069,146.0,4.99
Corella,Bohol,MALE,2802.0,3015,213.0,7.6
Coron,Palawan,FEMALE,16107.0,19494,3387.0,21.03
Coron,Palawan,MALE,16787.0,21017,4230.0,25.2
Cortes,Bohol,FEMALE,5933.0,6026,93.0,1.57
Cortes,Bohol,MALE,5756.0,5722,-34.0,-0.59
Cortes,Surigao Del Sur,FEMALE,6304.0,6503,199.0,3.16
Cortes,Surigao Del Sur,MALE,6550.0,6769,219.0,3.34
Cotabato City,Maguindanao,FEMALE,59421.0,63056,3635.0,6.12
Cotabato City,Maguindanao,MALE,54662.0,57165,2503.0,4.58
Cuartero,Capiz,FEMALE,9609.0,9574,-35.0,-0.36
Cuartero,Capiz,MALE,9935.0,10067,132.0,1.33
Cuenca,Batangas,FEMALE,12213.0,13092,879.0,7.2
Cuenca,Batangas,MALE,11553.0,12488,935.0,8.09
Culaba,Biliran,FEMALE,5131.0,5194,63.0,1.23
Culaba,Biliran,MALE,5292.0,5439,147.0,2.78
Culasi,Antique,FEMALE,13872.0,14323,451.0,3.25
Culasi,Antique,MALE,13666.0,14174,508.0,3.72
Culion,Palawan,FEMALE,6167.0,6683,516.0,8.37
Culion,Palawan,MALE,6861.0,7296,435.0,6.34
Currimao,Ilocos Norte,FEMALE,4527.0,5018,491.0,10.85
Currimao,Ilocos Norte,MALE,4777.0,5539,762.0,15.95
Cuyapo,Nueva Ecija,FEMALE,21311.0,22216,905.0,4.25
Cuyapo,Nueva Ecija,MALE,20743.0,22052,1309.0,6.31
Cuyo,Palawan,FEMALE,7246.0,7600,354.0,4.89
Cuyo,Palawan,MALE,7057.0,7312,255.0,3.61
Daanbantayan,Cebu,FEMALE,28142.0,29585,1443.0,5.13
Daanbantayan,Cebu,MALE,25844.0,26972,1128.0,4.36
Daet,Camarines Norte,FEMALE,30460.0,33262,2802.0,9.2
Daet,Camarines Norte,MALE,26771.0,29997,3226.0,12.05
Dagami,Leyte,FEMALE,12210.0,12557,347.0,2.84
Dagami,Leyte,MALE,12969.0,13244,275.0,2.12
Dagohoy,Bohol,FEMALE,6449.0,6730,281.0,4.36
Dagohoy,Bohol,MALE,6305.0,6695,390.0,6.19
Daguioman,Abra,FEMALE,630.0,653,23.0,3.65
Daguioman,Abra,MALE,761.0,831,70.0,9.2
Dagupan City,Pangasinan,FEMALE,61296.0,70012,8716.0,14.22
Dagupan City,Pangasinan,MALE,57868.0,68709,10841.0,18.73
Dalaguete,Cebu,FEMALE,20208.0,22509,2301.0,11.39
Dalaguete,Cebu,MALE,20031.0,22601,2570.0,12.83
Damulog,Bukidnon,FEMALE,8492.0,9397,905.0,10.66
Damulog,Bukidnon,MALE,9791.0,10972,1181.0,12.06
Danao,Bohol,FEMALE,6705.0,6894,189.0,2.82
Danao,Bohol,MALE,6842.0,6940,98.0,1.43
Danao City,Cebu,FEMALE,48201.0,49843,1642.0,3.41
Danao City,Cebu,MALE,44887.0,46951,2064.0,4.6
Dangcagan,Bukidnon,FEMALE,8260.0,8639,379.0,4.59
Dangcagan,Bukidnon,MALE,8747.0,9196,449.0,5.13
Danglas,Abra,FEMALE,1634.0,1732,98.0,6.0
Danglas,Abra,MALE,1597.0,1770,173.0,10.83
Dao,Capiz,FEMALE,11121.0,11439,318.0,2.86
Dao,Capiz,MALE,11121.0,11551,430.0,3.87
Dapa,Surigao Del Norte,FEMALE,10093.0,11193,1100.0,10.9
Dapa,Surigao Del Norte,MALE,10772.0,11991,1219.0,11.32
Dapitan City,Zamboanga Del Norte,FEMALE,28918.0,33575,4657.0,16.1
Dapitan City,Zamboanga Del Norte,MALE,28516.0,34233,5717.0,20.05
Daraga (Locsin),Albay,FEMALE,39799.0,43445,3646.0,9.16
Daraga (Locsin),Albay,MALE,35614.0,40115,4501.0,12.64
Daram,Samar (Western Samar),FEMALE,14191.0,14073,-118.0,-0.83
Daram,Samar (Western Samar),MALE,15268.0,14933,-335.0,-2.19
Dasmarinas City,Cavite,FEMALE,213284.0,218774,5490.0,2.57
Dasmarinas City,Cavite,MALE,175824.0,181300,5476.0,3.11
Dasol,Pangasinan,FEMALE,11276.0,11395,119.0,1.06
Dasol,Pangasinan,MALE,11364.0,11783,419.0,3.69
Datu Abdullah Sangki,Maguindanao,FEMALE,8013.0,11235,3222.0,40.21
Datu Abdullah Sangki,Maguindanao,MALE,9502.0,12769,3267.0,34.38
Datu Anggal Midtimbang,Maguindanao,FEMALE,4788.0,8231,3443.0,71.91
Datu Anggal Midtimbang,Maguindanao,MALE,4977.0,7397,2420.0,48.62
Datu Blah T. Sinsuat,Maguindanao,FEMALE,4479.0,5662,1183.0,26.41
Datu Blah T. Sinsuat,Maguindanao,MALE,6467.0,8344,1877.0,29.02
Datu Hoffer Ampatuan,Maguindanao,FEMALE,3632.0,6031,2399.0,66.05
Datu Hoffer Ampatuan,Maguindanao,MALE,3821.0,6038,2217.0,58.02
Datu Odin Sinsuat (Dinaig),Maguindanao,FEMALE,33987.0,39714,5727.0,16.85
Datu Odin Sinsuat (Dinaig),Maguindanao,MALE,36332.0,41962,5630.0,15.5
Datu Paglas,Maguindanao,FEMALE,9513.0,11603,2090.0,21.97
Datu Paglas,Maguindanao,MALE,10091.0,11992,1901.0,18.84
Datu Piang,Maguindanao,FEMALE,7061.0,9364,2303.0,32.62
Datu Piang,Maguindanao,MALE,7454.0,9386,1932.0,25.92
Datu Salibo,Maguindanao,FEMALE,4277.0,7279,3002.0,70.19
Datu Salibo,Maguindanao,MALE,5148.0,7943,2795.0,54.29
Datu Saudi Ampatuan,Maguindanao,FEMALE,8216.0,10336,2120.0,25.8
Datu Saudi Ampatuan,Maguindanao,MALE,8979.0,10964,1985.0,22.11
Datu Unsay,Maguindanao,FEMALE,2812.0,3904,1092.0,38.83
Datu Unsay,Maguindanao,MALE,3897.0,5291,1394.0,35.77
Dauin,Negros Oriental,FEMALE,10171.0,10755,584.0,5.74
Dauin,Negros Oriental,MALE,10276.0,10835,559.0,5.44
Dauis,Bohol,FEMALE,15179.0,16318,1139.0,7.5
Dauis,Bohol,MALE,14311.0,15463,1152.0,8.05
Davao City,Davao Del Sur,FEMALE,521722.0,522949,1227.0,0.24
Davao City,Davao Del Sur,MALE,462882.0,469589,6707.0,1.45
Del Carmen,Surigao Del Norte,FEMALE,6045.0,6042,-3.0,-0.05
Del Carmen,Surigao Del Norte,MALE,6145.0,6156,11.0,0.18
Del Gallego,Camarines Sur,FEMALE,8342.0,9244,902.0,10.81
Del Gallego,Camarines Sur,MALE,8291.0,9286,995.0,12.0
Delfin Albano (Magsaysay),Isabela,FEMALE,9263.0,9176,-87.0,-0.94
Delfin Albano (Magsaysay),Isabela,MALE,9284.0,9365,81.0,0.87
Diadi,Nueva Vizcaya,FEMALE,5425.0,5514,89.0,1.64
Diadi,Nueva Vizcaya,MALE,5724.0,6003,279.0,4.87
Diffun,Quirino,FEMALE,15101.0,15112,11.0,0.07
Diffun,Quirino,MALE,14901.0,15528,627.0,4.21
Digos City,Davao Del Sur,FEMALE,55794.0,61356,5562.0,9.97
Digos City,Davao Del Sur,MALE,55221.0,59321,4100.0,7.42
Dilasag,Aurora,FEMALE,5135.0,5498,363.0,7.07
Dilasag,Aurora,MALE,5468.0,5752,284.0,5.19
Dimasalang,Masbate,FEMALE,8721.0,8907,186.0,2.13
Dimasalang,Masbate,MALE,8728.0,8927,199.0,2.28
Dimataling,Zamboanga Del Sur,FEMALE,10336.0,11288,952.0,9.21
Dimataling,Zamboanga Del Sur,MALE,10868.0,12086,1218.0,11.21
Dimiao,Bohol,FEMALE,5537.0,5554,17.0,0.31
Dimiao,Bohol,MALE,5569.0,5587,18.0,0.32
Dinagat,Dinagat Islands,FEMALE,3954.0,4123,169.0,4.27
Dinagat,Dinagat Islands,MALE,4126.0,4230,104.0,2.52
Dinalungan,Aurora,FEMALE,4470.0,4452,-18.0,-0.4
Dinalungan,Aurora,MALE,4569.0,4643,74.0,1.62
Dinalupihan,Bataan,FEMALE,36911.0,38974,2063.0,5.59
Dinalupihan,Bataan,MALE,33816.0,36017,2201.0,6.51
Dinapigue,Isabela,FEMALE,2087.0,2055,-32.0,-1.53
Dinapigue,Isabela,MALE,2836.0,2453,-383.0,-13.5
Dinas,Zamboanga Del Sur,FEMALE,10757.0,12130,1373.0,12.76
Dinas,Zamboanga Del Sur,MALE,10790.0,12383,1593.0,14.76
Dingalan,Aurora,FEMALE,8663.0,9445,782.0,9.03
Dingalan,Aurora,MALE,8570.0,9610,1040.0,12.14
Dingle,Iloilo,FEMALE,14042.0,14308,266.0,1.89
Dingle,Iloilo,MALE,13334.0,13945,611.0,4.58
Dingras,Ilocos Norte,FEMALE,12789.0,12923,134.0,1.05
Dingras,Ilocos Norte,MALE,12938.0,13363,425.0,3.28
Dipaculao,Aurora,FEMALE,10068.0,10397,329.0,3.27
Dipaculao,Aurora,MALE,10284.0,10728,444.0,4.32
Diplahan,Zamboanga Sibugay,FEMALE,10232.0,10390,158.0,1.54
Diplahan,Zamboanga Sibugay,MALE,10497.0,10690,193.0,1.84
Dipolog City,Zamboanga Del Norte,FEMALE,43370.0,45434,2064.0,4.76
Dipolog City,Zamboanga Del Norte,MALE,41498.0,43672,2174.0,5.24
Ditsaan-Ramain,Lanao Del Sur,FEMALE,9554.0,10564,1010.0,10.57
Ditsaan-Ramain,Lanao Del Sur,MALE,8903.0,10295,1392.0,15.64
Divilacan,Isabela,FEMALE,1742.0,1792,50.0,2.87
Divilacan,Isabela,MALE,2216.0,2261,45.0,2.03
Dolores,Abra,FEMALE,4180.0,4318,138.0,3.3
Dolores,Abra,MALE,4185.0,4447,262.0,6.26
Dolores,Eastern Samar,FEMALE,14044.0,14677,633.0,4.51
Dolores,Eastern Samar,MALE,14770.0,15447,677.0,4.58
Dolores,Quezon,FEMALE,9471.0,10616,1145.0,12.09
Dolores,Quezon,MALE,8850.0,10072,1222.0,13.81
Don Carlos,Bukidnon,FEMALE,21525.0,22537,1012.0,4.7
Don Carlos,Bukidnon,MALE,22397.0,23390,993.0,4.43
Don Marcelino,Davao Occidental,FEMALE,11826.0,12367,541.0,4.57
Don Marcelino,Davao Occidental,MALE,12758.0,13187,429.0,3.36
Don Victoriano Chiongbian  (Don Mariano Marcos),Misamis Occidental,FEMALE,3069.0,3493,424.0,13.82
Don Victoriano Chiongbian  (Don Mariano Marcos),Misamis Occidental,MALE,3321.0,3934,613.0,18.46
Dona Remedios Trinidad,Bulacan,FEMALE,10826.0,11424,598.0,5.52
Dona Remedios Trinidad,Bulacan,MALE,12300.0,12563,263.0,2.14
Donsol,Sorsogon,FEMALE,14235.0,15701,1466.0,10.3
Donsol,Sorsogon,MALE,13559.0,15177,1618.0,11.93
Duenas,Iloilo,FEMALE,10876.0,11181,305.0,2.8
Duenas,Iloilo,MALE,10691.0,11293,602.0,5.63
Duero,Bohol,FEMALE,6844.0,7041,197.0,2.88
Duero,Bohol,MALE,6851.0,7068,217.0,3.17
Dulag,Leyte,FEMALE,15416.0,16051,635.0,4.12
Dulag,Leyte,MALE,16318.0,16826,508.0,3.11
Dumaguete City,Negros Oriental,FEMALE,47213.0,48580,1367.0,2.9
Dumaguete City,Negros Oriental,MALE,41980.0,43351,1371.0,3.27
Dumalag,Capiz,FEMALE,11014.0,10563,-451.0,-4.09
Dumalag,Capiz,MALE,10734.0,10451,-283.0,-2.64
Dumalinao,Zamboanga Del Sur,FEMALE,10320.0,10552,232.0,2.25
Dumalinao,Zamboanga Del Sur,MALE,10609.0,10964,355.0,3.35
Dumalneg,Ilocos Norte,FEMALE,980.0,1016,36.0,3.67
Dumalneg,Ilocos Norte,MALE,1029.0,1051,22.0,2.14
Dumangas,Iloilo,FEMALE,24070.0,25019,949.0,3.94
Dumangas,Iloilo,MALE,23154.0,24756,1602.0,6.92
Dumanjug,Cebu,FEMALE,18360.0,19476,1116.0,6.08
Dumanjug,Cebu,MALE,18345.0,19690,1345.0,7.33
Dumaran,Palawan,FEMALE,6758.0,7268,510.0,7.55
Dumaran,Palawan,MALE,7310.0,7703,393.0,5.38
Dumarao,Capiz,FEMALE,14486.0,15217,731.0,5.05
Dumarao,Capiz,MALE,14781.0,15922,1141.0,7.72
Dumingag,Zamboanga Del Sur,FEMALE,13667.0,14895,1228.0,8.99
Dumingag,Zamboanga Del Sur,MALE,14686.0,15943,1257.0,8.56
Dupax Del Norte,Nueva Vizcaya,FEMALE,8276.0,9349,1073.0,12.97
Dupax Del Norte,Nueva Vizcaya,MALE,8299.0,9549,1250.0,15.06
Dupax Del Sur,Nueva Vizcaya,FEMALE,6208.0,6680,472.0,7.6
Dupax Del Sur,Nueva Vizcaya,MALE,6770.0,7395,625.0,9.23
Echague,Isabela,FEMALE,27066.0,28659,1593.0,5.89
Echague,Isabela,MALE,27649.0,29813,2164.0,7.83
El Nido (Bacuit),Palawan,FEMALE,13348.0,16207,2859.0,21.42
El Nido (Bacuit),Palawan,MALE,14331.0,17485,3154.0,22.01
El Salvador City,Misamis Oriental,FEMALE,19847.0,22076,2229.0,11.23
El Salvador City,Misamis Oriental,MALE,19892.0,22313,2421.0,12.17
Enrile,Cagayan,FEMALE,11070.0,11615,545.0,4.92
Enrile,Cagayan,MALE,10440.0,11457,1017.0,9.74
Enrique B. Magalona (Saravia),Negros Occidental,FEMALE,19621.0,20593,972.0,4.95
Enrique B. Magalona (Saravia),Negros Occidental,MALE,19520.0,20539,1019.0,5.22
Enrique Villanueva,Siquijor,FEMALE,2679.0,2689,10.0,0.37
Enrique Villanueva,Siquijor,MALE,2650.0,2654,4.0,0.15
Escalante City,Negros Occidental,FEMALE,31952.0,32155,203.0,0.64
Escalante City,Negros Occidental,MALE,30398.0,30573,175.0,0.58
Esperanza,Agusan Del Sur,FEMALE,15034.0,15760,726.0,4.83
Esperanza,Agusan Del Sur,MALE,16174.0,16869,695.0,4.3
Esperanza,Masbate,FEMALE,6204.0,6370,166.0,2.68
Esperanza,Masbate,MALE,6190.0,6377,187.0,3.02
Esperanza,Sultan Kudarat,FEMALE,18497.0,20244,1747.0,9.44
Esperanza,Sultan Kudarat,MALE,19273.0,21604,2331.0,12.09
Estancia,Iloilo,FEMALE,16756.0,17510,754.0,4.5
Estancia,Iloilo,MALE,16139.0,17288,1149.0,7.12
Famy,Laguna,FEMALE,6311.0,7068,757.0,11.99
Famy,Laguna,MALE,6309.0,7088,779.0,12.35
Ferrol,Romblon,FEMALE,2369.0,2591,222.0,9.37
Ferrol,Romblon,MALE,2214.0,2487,273.0,12.33
Flora,Apayao,FEMALE,5420.0,5596,176.0,3.25
Flora,Apayao,MALE,5654.0,5853,199.0,3.52
Floridablanca,Pampanga,FEMALE,35410.0,37821,2411.0,6.81
Floridablanca,Pampanga,MALE,32124.0,34886,2762.0,8.6
Gabaldon (Bitulok And Sabani),Nueva Ecija,FEMALE,11341.0,12316,975.0,8.6
Gabaldon (Bitulok And Sabani),Nueva Ecija,MALE,10921.0,12248,1327.0,12.15
Gainza,Camarines Sur,FEMALE,4428.0,4661,233.0,5.26
Gainza,Camarines Sur,MALE,4431.0,4785,354.0,7.99
Galimuyod,Ilocos Sur,FEMALE,3618.0,3608,-10.0,-0.28
Galimuyod,Ilocos Sur,MALE,3714.0,3823,109.0,2.93
Gamay,Northern Samar,FEMALE,8264.0,8682,418.0,5.06
Gamay,Northern Samar,MALE,8571.0,9061,490.0,5.72
Gamu,Isabela,FEMALE,9763.0,9889,126.0,1.29
Gamu,Isabela,MALE,9619.0,10255,636.0,6.61
Ganassi,Lanao Del Sur,FEMALE,4738.0,6093,1355.0,28.6
Ganassi,Lanao Del Sur,MALE,4475.0,6058,1583.0,35.37
Gandara,Samar (Western Samar),FEMALE,12609.0,13265,656.0,5.2
Gandara,Samar (Western Samar),MALE,12902.0,13488,586.0,4.54
Gapan City,Nueva Ecija,FEMALE,44429.0,45400,971.0,2.19
Gapan City,Nueva Ecija,MALE,43249.0,44803,1554.0,3.59
Garchitorena,Camarines Sur,FEMALE,8449.0,9098,649.0,7.68
Garchitorena,Camarines Sur,MALE,8758.0,9290,532.0,6.07
Garcia Hernandez,Bohol,FEMALE,8296.0,9036,740.0,8.92
Garcia Hernandez,Bohol,MALE,8078.0,9049,971.0,12.02
Gasan,Marinduque,FEMALE,11742.0,12323,581.0,4.95
Gasan,Marinduque,MALE,11114.0,11779,665.0,5.98
Gattaran,Cagayan,FEMALE,17061.0,17267,206.0,1.21
Gattaran,Cagayan,MALE,17049.0,17594,545.0,3.2
Gen. Mariano Alvarez,Cavite,FEMALE,49188.0,49598,410.0,0.83
Gen. Mariano Alvarez,Cavite,MALE,42286.0,42917,631.0,1.49
Gen. S. K. Pendatun,Maguindanao,FEMALE,7187.0,10336,3149.0,43.82
Gen. S. K. Pendatun,Maguindanao,MALE,8174.0,10435,2261.0,27.66
General Emilio Aguinaldo,Cavite,FEMALE,7566.0,8565,999.0,13.2
General Emilio Aguinaldo,Cavite,MALE,7394.0,8369,975.0,13.19
General Luna,Quezon,FEMALE,8138.0,8924,786.0,9.66
General Luna,Quezon,MALE,7977.0,8795,818.0,10.25
General Luna,Surigao Del Norte,FEMALE,7174.0,8881,1707.0,23.79
General Luna,Surigao Del Norte,MALE,7402.0,9334,1932.0,26.1
General Macarthur,Eastern Samar,FEMALE,4732.0,4834,102.0,2.16
General Macarthur,Eastern Samar,MALE,5330.0,5346,16.0,0.3
General Mamerto Natividad,Nueva Ecija,FEMALE,13525.0,14374,849.0,6.28
General Mamerto Natividad,Nueva Ecija,MALE,13578.0,14802,1224.0,9.01
General Nakar,Quezon,FEMALE,10152.0,11524,1372.0,13.51
General Nakar,Quezon,MALE,10983.0,13121,2138.0,19.47
General Santos City  (Dadiangas),South Cotabato,FEMALE,161234.0,191360,30126.0,18.68
General Santos City  (Dadiangas),South Cotabato,MALE,139872.0,168872,29000.0,20.73
General Tinio  (Papaya),Nueva Ecija,FEMALE,17914.0,19508,1594.0,8.9
General Tinio  (Papaya),Nueva Ecija,MALE,17920.0,20048,2128.0,11.88
General Trias City,Cavite,FEMALE,93978.0,107019,13041.0,13.88
General Trias City,Cavite,MALE,75067.0,86265,11198.0,14.92
Gerona,Tarlac,FEMALE,28137.0,29039,902.0,3.21
Gerona,Tarlac,MALE,27148.0,28281,1133.0,4.17
Gigaquit,Surigao Del Norte,FEMALE,6419.0,7588,1169.0,18.21
Gigaquit,Surigao Del Norte,MALE,6403.0,7837,1434.0,22.4
Gigmoto,Catanduanes,FEMALE,3698.0,3714,16.0,0.43
Gigmoto,Catanduanes,MALE,3929.0,3933,4.0,0.1
Ginatilan,Cebu,FEMALE,6335.0,6444,109.0,1.72
Ginatilan,Cebu,MALE,6492.0,6728,236.0,3.64
Gingoog City,Misamis Oriental,FEMALE,42496.0,45443,2947.0,6.93
Gingoog City,Misamis Oriental,MALE,43576.0,47119,3543.0,8.13
Giporlos,Eastern Samar,FEMALE,4938.0,5084,146.0,2.96
Giporlos,Eastern Samar,MALE,5277.0,5424,147.0,2.79
Gitagum,Misamis Oriental,FEMALE,6951.0,7338,387.0,5.57
Gitagum,Misamis Oriental,MALE,7015.0,7543,528.0,7.53
Glan,Sarangani,FEMALE,33101.0,37463,4362.0,13.18
Glan,Sarangani,MALE,34849.0,39677,4828.0,13.85
Gloria,Oriental Mindoro,FEMALE,15718.0,16883,1165.0,7.41
Gloria,Oriental Mindoro,MALE,14980.0,16491,1511.0,10.09
Goa,Camarines Sur,FEMALE,18846.0,20637,1791.0,9.5
Goa,Camarines Sur,MALE,17134.0,19289,2155.0,12.58
Godod,Zamboanga Del Norte,FEMALE,5491.0,5628,137.0,2.49
Godod,Zamboanga Del Norte,MALE,6173.0,6150,-23.0,-0.37
Gonzaga,Cagayan,FEMALE,12694.0,13299,605.0,4.77
Gonzaga,Cagayan,MALE,12673.0,13511,838.0,6.61
Governor Generoso,Davao Oriental,FEMALE,17586.0,19230,1644.0,9.35
Governor Generoso,Davao Oriental,MALE,18424.0,20808,2384.0,12.94
Gregorio Del Pilar (Concepcion),Ilocos Sur,FEMALE,1576.0,1567,-9.0,-0.57
Gregorio Del Pilar (Concepcion),Ilocos Sur,MALE,1851.0,1856,5.0,0.27
Guagua,Pampanga,FEMALE,33851.0,33630,-221.0,-0.65
Guagua,Pampanga,MALE,31134.0,30870,-264.0,-0.85
Gubat,Sorsogon,FEMALE,19638.0,20840,1202.0,6.12
Gubat,Sorsogon,MALE,18644.0,19980,1336.0,7.17
Guiguinto,Bulacan,FEMALE,35642.0,39205,3563.0,10.0
Guiguinto,Bulacan,MALE,31535.0,35798,4263.0,13.52
Guihulngan City,Negros Oriental,FEMALE,30807.0,29814,-993.0,-3.22
Guihulngan City,Negros Oriental,MALE,30244.0,28658,-1586.0,-5.24
Guimba,Nueva Ecija,FEMALE,36447.0,38735,2288.0,6.28
Guimba,Nueva Ecija,MALE,35635.0,38871,3236.0,9.08
Guimbal,Iloilo,FEMALE,11408.0,12513,1105.0,9.69
Guimbal,Iloilo,MALE,10031.0,11495,1464.0,14.59
Guinayangan,Quezon,FEMALE,13510.0,14159,649.0,4.8
Guinayangan,Quezon,MALE,13214.0,14110,896.0,6.78
Guindulman,Bohol,FEMALE,11531.0,12118,587.0,5.09
Guindulman,Bohol,MALE,11347.0,12030,683.0,6.02
Guindulungan,Maguindanao,FEMALE,4674.0,7467,2793.0,59.76
Guindulungan,Maguindanao,MALE,4792.0,6532,1740.0,36.31
Guinobatan,Albay,FEMALE,28131.0,29942,1811.0,6.44
Guinobatan,Albay,MALE,26233.0,28263,2030.0,7.74
Guinsiliban,Camiguin,FEMALE,2838.0,2688,-150.0,-5.29
Guinsiliban,Camiguin,MALE,2846.0,2707,-139.0,-4.88
Guipos,Zamboanga Del Sur,FEMALE,7009.0,7825,816.0,11.64
Guipos,Zamboanga Del Sur,MALE,7211.0,8230,1019.0,14.13
Guiuan,Eastern Samar,FEMALE,17390.0,17681,291.0,1.67
Guiuan,Eastern Samar,MALE,18280.0,18598,318.0,1.74
Gumaca,Quezon,FEMALE,20546.0,23728,3182.0,15.49
Gumaca,Quezon,MALE,19239.0,22792,3553.0,18.47
Gutalac,Zamboanga Del Norte,FEMALE,11319.0,12030,711.0,6.28
Gutalac,Zamboanga Del Norte,MALE,11811.0,12650,839.0,7.1
Hadji Mohammad Ajul,Basilan,FEMALE,5529.0,6045,516.0,9.33
Hadji Mohammad Ajul,Basilan,MALE,5664.0,6302,638.0,11.26
Hadji Muhtamad,Basilan,FEMALE,4405.0,4974,569.0,12.92
Hadji Muhtamad,Basilan,MALE,4968.0,5963,995.0,20.03
Hadji Panglima Tahil (Marunggas),Sulu,FEMALE,2053.0,2686,633.0,30.83
Hadji Panglima Tahil (Marunggas),Sulu,MALE,2099.0,2638,539.0,25.68
Hagonoy,Bulacan,FEMALE,40528.0,42965,2437.0,6.01
Hagonoy,Bulacan,MALE,37173.0,39265,2092.0,5.63
Hagonoy,Davao Del Sur,FEMALE,17756.0,17889,133.0,0.75
Hagonoy,Davao Del Sur,MALE,17615.0,17938,323.0,1.83
Hamtic,Antique,FEMALE,14930.0,15766,836.0,5.6
Hamtic,Antique,MALE,14034.0,14717,683.0,4.87
Hermosa,Bataan,FEMALE,24216.0,25918,1702.0,7.03
Hermosa,Bataan,MALE,22233.0,24112,1879.0,8.45
Hernani,Eastern Samar,FEMALE,3118.0,3347,229.0,7.34
Hernani,Eastern Samar,MALE,3456.0,3559,103.0,2.98
Hilongos,Leyte,FEMALE,20822.0,21529,707.0,3.4
Hilongos,Leyte,MALE,21070.0,21895,825.0,3.92
Himamaylan City,Negros Occidental,FEMALE,34657.0,36896,2239.0,6.46
Himamaylan City,Negros Occidental,MALE,33556.0,36801,3245.0,9.67
Hinabangan,Samar (Western Samar),FEMALE,5336.0,5593,257.0,4.82
Hinabangan,Samar (Western Samar),MALE,5835.0,5994,159.0,2.72
Hinatuan,Surigao Del Sur,FEMALE,14315.0,15601,1286.0,8.98
Hinatuan,Surigao Del Sur,MALE,15166.0,16762,1596.0,10.52
Hindang,Leyte,FEMALE,7369.0,7498,129.0,1.75
Hindang,Leyte,MALE,7495.0,7481,-14.0,-0.19
Hingyon,Ifugao,FEMALE,3860.0,4090,230.0,5.96
Hingyon,Ifugao,MALE,4302.0,4748,446.0,10.37
Hinigaran,Negros Occidental,FEMALE,27488.0,27317,-171.0,-0.62
Hinigaran,Negros Occidental,MALE,25949.0,25881,-68.0,-0.26
Hinoba-An (Asia),Negros Occidental,FEMALE,16769.0,18451,1682.0,10.03
Hinoba-An (Asia),Negros Occidental,MALE,17106.0,19828,2722.0,15.91
Hinunangan,Southern Leyte,FEMALE,10564.0,10692,128.0,1.21
Hinunangan,Southern Leyte,MALE,10750.0,10856,106.0,0.99
Hinundayan,Southern Leyte,FEMALE,4788.0,4822,34.0,0.71
Hinundayan,Southern Leyte,MALE,4736.0,4834,98.0,2.07
Hungduan,Ifugao,FEMALE,3036.0,2979,-57.0,-1.88
Hungduan,Ifugao,MALE,3257.0,3332,75.0,2.3
Iba,Zambales,FEMALE,17215.0,18560,1345.0,7.81
Iba,Zambales,MALE,15713.0,17523,1810.0,11.52
Ibaan,Batangas,FEMALE,20005.0,20565,560.0,2.8
Ibaan,Batangas,MALE,19508.0,20171,663.0,3.4
Ibajay,Aklan,FEMALE,15572.0,16444,872.0,5.6
Ibajay,Aklan,MALE,15377.0,16476,1099.0,7.15
Igbaras,Iloilo,FEMALE,10228.0,10249,21.0,0.21
Igbaras,Iloilo,MALE,10279.0,10436,157.0,1.53
Iguig,Cagayan,FEMALE,8768.0,9233,465.0,5.3
Iguig,Cagayan,MALE,8174.0,8934,760.0,9.3
Ilagan City,Isabela,FEMALE,50282.0,50962,680.0,1.35
Ilagan City,Isabela,MALE,48283.0,50088,1805.0,3.74
