Municipality,Province,Gender,Registered voters (2019),Registered voters (2022),Change,Percentage change
Baybay City,Leyte,FEMALE,33749.0,35740,1991.0,5.9
Baybay City,Leyte,MALE,32925.0,34691,1766.0,5.36
Bayog,Zamboanga Del Sur,FEMALE,9862.0,10079,217.0,2.2
Bayog,Zamboanga Del Sur,MALE,10648.0,10749,101.0,0.95
Bayombong,Nueva Vizcaya,FEMALE,18033.0,19766,1733.0,9.61
Bayombong,Nueva Vizcaya,MALE,16140.0,18486,2346.0,14.54
Bayugan  City,Agusan Del Sur,FEMALE,30907.0,32803,1896.0,6.13
Bayugan  City,Agusan Del Sur,MALE,29761.0,32442,2681.0,9.01
Belison,Antique,FEMALE,5013.0,5173,160.0,3.19
Belison,Antique,MALE,4569.0,4762,193.0,4.22
Benito Soliven,Isabela,FEMALE,9121.0,9438,317.0,3.48
Benito Soliven,Isabela,MALE,9525.0,10077,552.0,5.8
Besao,Mountain Province,FEMALE,2411.0,2812,401.0,16.63
Besao,Mountain Province,MALE,2707.0,3340,633.0,23.38
Bien Unido,Bohol,FEMALE,8948.0,9192,244.0,2.73
Bien Unido,Bohol,MALE,9222.0,9492,270.0,2.93
Bilar,Bohol,FEMALE,6443.0,6683,240.0,3.72
Bilar,Bohol,MALE,6402.0,6735,333.0,5.2
Biliran,Biliran,FEMALE,6483.0,6619,136.0,2.1
Biliran,Biliran,MALE,6431.0,6605,174.0,2.71
Binalbagan,Negros Occidental,FEMALE,22288.0,23071,783.0,3.51
Binalbagan,Negros Occidental,MALE,21368.0,22284,916.0,4.29
Binalonan,Pangasinan,FEMALE,18498.0,20051,1553.0,8.4
Binalonan,Pangasinan,MALE,18229.0,20090,1861.0,10.21
Binangonan,Rizal,FEMALE,78657.0,74336,-4321.0,-5.49
Binangonan,Rizal,MALE,65866.0,62479,-3387.0,-5.14
Bindoy (Payabon),Negros Oriental,FEMALE,13032.0,13399,367.0,2.82
Bindoy (Payabon),Negros Oriental,MALE,12515.0,12890,375.0,3.0
Bingawan,Iloilo,FEMALE,4698.0,4934,236.0,5.02
Bingawan,Iloilo,MALE,4845.0,5149,304.0,6.27
Binidayan,Lanao Del Sur,FEMALE,4957.0,6390,1433.0,28.91
Binidayan,Lanao Del Sur,MALE,4940.0,6565,1625.0,32.89
Binmaley,Pangasinan,FEMALE,31310.0,32461,1151.0,3.68
Binmaley,Pangasinan,MALE,29560.0,31447,1887.0,6.38
Binuangan,Misamis Oriental,FEMALE,3291.0,3441,150.0,4.56
Binuangan,Misamis Oriental,MALE,3281.0,3532,251.0,7.65
Biri,Northern Samar,FEMALE,4267.0,4636,369.0,8.65
Biri,Northern Samar,MALE,4496.0,4875,379.0,8.43
Bislig City,Surigao Del Sur,FEMALE,31663.0,33786,2123.0,6.7
Bislig City,Surigao Del Sur,MALE,31342.0,34482,3140.0,10.02
Boac,Marinduque,FEMALE,17594.0,19063,1469.0,8.35
Boac,Marinduque,MALE,16413.0,18224,1811.0,11.03
Bobon,Northern Samar,FEMALE,8550.0,8877,327.0,3.82
Bobon,Northern Samar,MALE,8678.0,8810,132.0,1.52
Bocaue,Bulacan,FEMALE,36403.0,40795,4392.0,12.06
Bocaue,Bulacan,MALE,32107.0,36296,4189.0,13.05
Bogo City,Cebu,FEMALE,27350.0,29224,1874.0,6.85
Bogo City,Cebu,MALE,25885.0,27409,1524.0,5.89
Bokod,Benguet,FEMALE,4734.0,4866,132.0,2.79
Bokod,Benguet,MALE,5239.0,5491,252.0,4.81
Bolinao,Pangasinan,FEMALE,23433.0,24506,1073.0,4.58
Bolinao,Pangasinan,MALE,22510.0,23823,1313.0,5.83
Boliney,Abra,FEMALE,1429.0,1420,-9.0,-0.63
Boliney,Abra,MALE,1536.0,1605,69.0,4.49
Boljoon,Cebu,FEMALE,5696.0,5906,210.0,3.69
Boljoon,Cebu,MALE,5776.0,6026,250.0,4.33
Bombon,Camarines Sur,FEMALE,5826.0,6133,307.0,5.27
Bombon,Camarines Sur,MALE,5585.0,5956,371.0,6.64
Bongabon,Nueva Ecija,FEMALE,22083.0,23163,1080.0,4.89
Bongabon,Nueva Ecija,MALE,21614.0,23201,1587.0,7.34
Bongabong,Oriental Mindoro,FEMALE,22299.0,23477,1178.0,5.28
Bongabong,Oriental Mindoro,MALE,21878.0,23417,1539.0,7.03
Bongao,Tawi-Tawi,FEMALE,30331.0,32130,1799.0,5.93
Bongao,Tawi-Tawi,MALE,27857.0,30155,2298.0,8.25
Bonifacio,Misamis Occidental,FEMALE,11708.0,11384,-324.0,-2.77
Bonifacio,Misamis Occidental,MALE,11514.0,11144,-370.0,-3.21
Bontoc,Mountain Province,FEMALE,8103.0,8544,441.0,5.44
Bontoc,Mountain Province,MALE,7937.0,8591,654.0,8.24
Bontoc,Southern Leyte,FEMALE,10137.0,10522,385.0,3.8
Bontoc,Southern Leyte,MALE,10224.0,10460,236.0,2.31
Borbon,Cebu,FEMALE,12441.0,13205,764.0,6.14
Borbon,Cebu,MALE,12454.0,13230,776.0,6.23
Borongan City,Eastern Samar,FEMALE,23221.0,24562,1341.0,5.77
Borongan City,Eastern Samar,MALE,24039.0,25696,1657.0,6.89
Boston,Davao Oriental,FEMALE,4944.0,4981,37.0,0.75
Boston,Davao Oriental,MALE,5427.0,5592,165.0,3.04
Botolan,Zambales,FEMALE,21706.0,22892,1186.0,5.46
Botolan,Zambales,MALE,20275.0,21836,1561.0,7.7
Braulio E. Dujali,Davao (Davao Del Norte),FEMALE,7840.0,8510,670.0,8.55
Braulio E. Dujali,Davao (Davao Del Norte),MALE,9246.0,10051,805.0,8.71
Brooke'S Point,Palawan,FEMALE,21040.0,23275,2235.0,10.62
Brooke'S Point,Palawan,MALE,21499.0,23807,2308.0,10.74
Buadiposo-Buntong,Lanao Del Sur,FEMALE,5160.0,7070,1910.0,37.02
Buadiposo-Buntong,Lanao Del Sur,MALE,5378.0,7681,2303.0,42.82
Bubong,Lanao Del Sur,FEMALE,6697.0,7856,1159.0,17.31
Bubong,Lanao Del Sur,MALE,6282.0,7747,1465.0,23.32
Bucay,Abra,FEMALE,6350.0,6384,34.0,0.54
Bucay,Abra,MALE,6511.0,6642,131.0,2.01
Bucloc,Abra,FEMALE,947.0,977,30.0,3.17
Bucloc,Abra,MALE,1067.0,1053,-14.0,-1.31
Buenavista,Agusan Del Norte,FEMALE,22801.0,25744,2943.0,12.91
Buenavista,Agusan Del Norte,MALE,23087.0,26891,3804.0,16.48
Buenavista,Bohol,FEMALE,9845.0,10769,924.0,9.39
Buenavista,Bohol,MALE,10062.0,11263,1201.0,11.94
Buenavista,Guimaras,FEMALE,17749.0,18279,530.0,2.99
Buenavista,Guimaras,MALE,17257.0,18086,829.0,4.8
Buenavista,Marinduque,FEMALE,7858.0,8221,363.0,4.62
Buenavista,Marinduque,MALE,7423.0,7884,461.0,6.21
Buenavista,Quezon,FEMALE,8943.0,9825,882.0,9.86
Buenavista,Quezon,MALE,9094.0,10061,967.0,10.63
Bugallon,Pangasinan,FEMALE,22661.0,24844,2183.0,9.63
Bugallon,Pangasinan,MALE,20803.0,23575,2772.0,13.33
Bugasong,Antique,FEMALE,11461.0,11397,-64.0,-0.56
Bugasong,Antique,MALE,11124.0,11025,-99.0,-0.89
Buguey,Cagayan,FEMALE,8936.0,9825,889.0,9.95
Buguey,Cagayan,MALE,8724.0,9799,1075.0,12.32
Buguias,Benguet,FEMALE,10867.0,11561,694.0,6.39
Buguias,Benguet,MALE,12065.0,13125,1060.0,8.79
Buhi,Camarines Sur,FEMALE,24550.0,27692,3142.0,12.8
Buhi,Camarines Sur,MALE,23581.0,27134,3553.0,15.07
Bula,Camarines Sur,FEMALE,21029.0,22630,1601.0,7.61
Bula,Camarines Sur,MALE,19765.0,22039,2274.0,11.51
Bulacan,Bulacan,FEMALE,26042.0,28678,2636.0,10.12
Bulacan,Bulacan,MALE,22488.0,25651,3163.0,14.07
Bulalacao  (San Pedro),Oriental Mindoro,FEMALE,11131.0,12464,1333.0,11.98
Bulalacao  (San Pedro),Oriental Mindoro,MALE,11437.0,12925,1488.0,13.01
Bulan,Sorsogon,FEMALE,30764.0,34149,3385.0,11.0
Bulan,Sorsogon,MALE,29149.0,32921,3772.0,12.94
Buldon,Maguindanao,FEMALE,9897.0,11071,1174.0,11.86
Buldon,Maguindanao,MALE,10146.0,11388,1242.0,12.24
Buluan,Maguindanao,FEMALE,12202.0,13236,1034.0,8.47
Buluan,Maguindanao,MALE,12793.0,13459,666.0,5.21
Bulusan,Sorsogon,FEMALE,8549.0,8698,149.0,1.74
Bulusan,Sorsogon,MALE,8536.0,8693,157.0,1.84
Bunawan,Agusan Del Sur,FEMALE,11761.0,12104,343.0,2.92
Bunawan,Agusan Del Sur,MALE,12078.0,12749,671.0,5.56
Burauen,Leyte,FEMALE,15983.0,16783,800.0,5.01
Burauen,Leyte,MALE,16536.0,17505,969.0,5.86
Burdeos,Quezon,FEMALE,6131.0,7275,1144.0,18.66
Burdeos,Quezon,MALE,6307.0,7654,1347.0,21.36
Burgos,Ilocos Norte,FEMALE,3607.0,3713,106.0,2.94
Burgos,Ilocos Norte,MALE,3662.0,3767,105.0,2.87
Burgos,Ilocos Sur,FEMALE,4503.0,4440,-63.0,-1.4
Burgos,Ilocos Sur,MALE,4655.0,4642,-13.0,-0.28
Burgos,Isabela,FEMALE,8424.0,8775,351.0,4.17
Burgos,Isabela,MALE,8780.0,9227,447.0,5.09
Burgos,La Union,FEMALE,3016.0,3154,138.0,4.58
Burgos,La Union,MALE,3323.0,3579,256.0,7.7
Burgos,Pangasinan,FEMALE,6821.0,7064,243.0,3.56
Burgos,Pangasinan,MALE,6748.0,7039,291.0,4.31
Burgos,Surigao Del Norte,FEMALE,1899.0,2005,106.0,5.58
Burgos,Surigao Del Norte,MALE,1907.0,2034,127.0,6.66
Buruanga,Aklan,FEMALE,6141.0,6174,33.0,0.54
Buruanga,Aklan,MALE,6268.0,6424,156.0,2.49
Bustos,Bulacan,FEMALE,23047.0,25114,2067.0,8.97
Bustos,Bulacan,MALE,21222.0,23713,2491.0,11.74
Busuanga,Palawan,FEMALE,6962.0,7851,889.0,12.77
Busuanga,Palawan,MALE,7731.0,8588,857.0,11.09
Butig,Lanao Del Sur,FEMALE,6143.0,7306,1163.0,18.93
Butig,Lanao Del Sur,MALE,5992.0,7255,1263.0,21.08
Butuan City,Agusan Del Norte,FEMALE,110867.0,113975,3108.0,2.8
Butuan City,Agusan Del Norte,MALE,107961.0,111920,3959.0,3.67
Buug,Zamboanga Sibugay,FEMALE,12637.0,13025,388.0,3.07
Buug,Zamboanga Sibugay,MALE,12835.0,13044,209.0,1.63
Caba,La Union,FEMALE,8325.0,8859,534.0,6.41
Caba,La Union,MALE,8289.0,8928,639.0,7.71
Cabadbaran City,Agusan Del Norte,FEMALE,26853.0,28378,1525.0,5.68
Cabadbaran City,Agusan Del Norte,MALE,26912.0,28590,1678.0,6.24
Cabagan,Isabela,FEMALE,15627.0,16079,452.0,2.89
Cabagan,Isabela,MALE,14632.0,15446,814.0,5.56
Cabanatuan City,Nueva Ecija,FEMALE,113219.0,112591,-628.0,-0.55
Cabanatuan City,Nueva Ecija,MALE,103788.0,105194,1406.0,1.35
Cabangan,Zambales,FEMALE,8938.0,9399,461.0,5.16
Cabangan,Zambales,MALE,8266.0,9015,749.0,9.06
Cabanglasan,Bukidnon,FEMALE,10237.0,11155,918.0,8.97
Cabanglasan,Bukidnon,MALE,11161.0,12179,1018.0,9.12
Cabarroguis,Quirino,FEMALE,9782.0,10225,443.0,4.53
Cabarroguis,Quirino,MALE,10197.0,10774,577.0,5.66
Cabatuan,Iloilo,FEMALE,18025.0,18964,939.0,5.21
Cabatuan,Iloilo,MALE,16116.0,17692,1576.0,9.78
Cabatuan,Isabela,FEMALE,12708.0,12727,19.0,0.15
Cabatuan,Isabela,MALE,12233.0,12650,417.0,3.41
Cabiao,Nueva Ecija,FEMALE,27564.0,29473,1909.0,6.93
Cabiao,Nueva Ecija,MALE,26083.0,28530,2447.0,9.38
Cabucgayan,Biliran,FEMALE,7497.0,7485,-12.0,-0.16
Cabucgayan,Biliran,MALE,7470.0,7451,-19.0,-0.25
Cabugao,Ilocos Sur,FEMALE,12679.0,13433,754.0,5.95
Cabugao,Ilocos Sur,MALE,12694.0,13845,1151.0,9.07
Cabusao,Camarines Sur,FEMALE,6722.0,7190,468.0,6.96
Cabusao,Camarines Sur,MALE,6640.0,7326,686.0,10.33
Cabuyao City,Laguna,FEMALE,113507.0,127026,13519.0,11.91
Cabuyao City,Laguna,MALE,95890.0,109693,13803.0,14.39
Cadiz City,Negros Occidental,FEMALE,46952.0,49319,2367.0,5.04
Cadiz City,Negros Occidental,MALE,45722.0,46905,1183.0,2.59
Cagayan De Oro City,Misamis Oriental,FEMALE,182460.0,195222,12762.0,6.99
Cagayan De Oro City,Misamis Oriental,MALE,162898.0,177071,14173.0,8.7
Cagayancillo,Palawan,FEMALE,2145.0,2264,119.0,5.55
Cagayancillo,Palawan,MALE,2427.0,2526,99.0,4.08
Cagdianao,Dinagat Islands,FEMALE,6167.0,6528,361.0,5.85
Cagdianao,Dinagat Islands,MALE,6607.0,7070,463.0,7.01
Cagwait,Surigao Del Sur,FEMALE,7172.0,7671,499.0,6.96
Cagwait,Surigao Del Sur,MALE,7453.0,8064,611.0,8.2
Caibiran,Biliran,FEMALE,8205.0,8420,215.0,2.62
Caibiran,Biliran,MALE,8420.0,8550,130.0,1.54
Cainta,Rizal,FEMALE,93070.0,88622,-4448.0,-4.78
Cainta,Rizal,MALE,76945.0,73125,-3820.0,-4.96
Cajidiocan,Romblon,FEMALE,6686.0,7117,431.0,6.45
Cajidiocan,Romblon,MALE,6662.0,7019,357.0,5.36
Calabanga,Camarines Sur,FEMALE,26640.0,28940,2300.0,8.63
Calabanga,Camarines Sur,MALE,25210.0,27724,2514.0,9.97
Calaca,Batangas,FEMALE,26199.0,29932,3733.0,14.25
Calaca,Batangas,MALE,25471.0,28949,3478.0,13.65
Calamba,Misamis Occidental,FEMALE,7880.0,8027,147.0,1.87
Calamba,Misamis Occidental,MALE,7642.0,7930,288.0,3.77
Calamba City,Laguna,FEMALE,160271.0,172861,12590.0,7.86
Calamba City,Laguna,MALE,149819.0,159983,10164.0,6.78
Calanasan (Bayag),Apayao,FEMALE,3838.0,3971,133.0,3.47
Calanasan (Bayag),Apayao,MALE,4405.0,4581,176.0,4.0
Calanogas,Lanao Del Sur,FEMALE,3646.0,3769,123.0,3.37
Calanogas,Lanao Del Sur,MALE,2740.0,2904,164.0,5.99
Calape,Bohol,FEMALE,11548.0,11666,118.0,1.02
Calape,Bohol,MALE,10926.0,11153,227.0,2.08
Calasiao,Pangasinan,FEMALE,31305.0,33010,1705.0,5.45
Calasiao,Pangasinan,MALE,30386.0,33206,2820.0,9.28
Calatagan,Batangas,FEMALE,17536.0,17915,379.0,2.16
Calatagan,Batangas,MALE,16775.0,17573,798.0,4.76
Calatrava,Negros Occidental,FEMALE,26207.0,26325,118.0,0.45
Calatrava,Negros Occidental,MALE,27252.0,26820,-432.0,-1.59
Calatrava,Romblon,FEMALE,3758.0,3971,213.0,5.67
Calatrava,Romblon,MALE,3643.0,3836,193.0,5.3
Calauag,Quezon,FEMALE,22249.0,23681,1432.0,6.44
Calauag,Quezon,MALE,21466.0,23278,1812.0,8.44
Calauan,Laguna,FEMALE,22352.0,24878,2526.0,11.3
Calauan,Laguna,MALE,19057.0,21589,2532.0,13.29
Calayan,Cagayan,FEMALE,4641.0,4579,-62.0,-1.34
Calayan,Cagayan,MALE,5125.0,4920,-205.0,-4.0
Calbayog City,Samar (Western Samar),FEMALE,63535.0,67403,3868.0,6.09
Calbayog City,Samar (Western Samar),MALE,64103.0,68557,4454.0,6.95
Calbiga,Samar (Western Samar),FEMALE,8072.0,8362,290.0,3.59
Calbiga,Samar (Western Samar),MALE,8783.0,9293,510.0,5.81
Calinog,Iloilo,FEMALE,18914.0,20349,1435.0,7.59
Calinog,Iloilo,MALE,19618.0,21330,1712.0,8.73
Calintaan,Occidental Mindoro,FEMALE,8518.0,9639,1121.0,13.16
Calintaan,Occidental Mindoro,MALE,8315.0,9415,1100.0,13.23
Caloocan City,Ncr,FEMALE,397315.0,384654,-12661.0,-3.19
Caloocan City,Ncr,MALE,322132.0,315625,-6507.0,-2.02
Calubian,Leyte,FEMALE,11675.0,11960,285.0,2.44
Calubian,Leyte,MALE,11921.0,12331,410.0,3.44
Calumpit,Bulacan,FEMALE,35875.0,36897,1022.0,2.85
Calumpit,Bulacan,MALE,31944.0,33220,1276.0,3.99
Caluya,Antique,FEMALE,10241.0,11364,1123.0,10.97
Caluya,Antique,MALE,12081.0,12634,553.0,4.58
Camalaniugan,Cagayan,FEMALE,8212.0,8280,68.0,0.83
Camalaniugan,Cagayan,MALE,7942.0,8222,280.0,3.53
Camalig,Albay,FEMALE,22002.0,23242,1240.0,5.64
Camalig,Albay,MALE,20594.0,21944,1350.0,6.56
Camaligan,Camarines Sur,FEMALE,7933.0,8223,290.0,3.66
Camaligan,Camarines Sur,MALE,7629.0,8010,381.0,4.99
Camiling,Tarlac,FEMALE,26540.0,27217,677.0,2.55
Camiling,Tarlac,MALE,25209.0,26406,1197.0,4.75
Can-Avid,Eastern Samar,FEMALE,7545.0,7897,352.0,4.67
Can-Avid,Eastern Samar,MALE,7786.0,8231,445.0,5.72
Canaman,Camarines Sur,FEMALE,10504.0,11043,539.0,5.13
Canaman,Camarines Sur,MALE,9942.0,10894,952.0,9.58
Candaba,Pampanga,FEMALE,36873.0,39138,2265.0,6.14
Candaba,Pampanga,MALE,35662.0,38255,2593.0,7.27
Candelaria,Quezon,FEMALE,37816.0,41801,3985.0,10.54
Candelaria,Quezon,MALE,35080.0,39573,4493.0,12.81
Candelaria,Zambales,FEMALE,9241.0,10103,862.0,9.33
Candelaria,Zambales,MALE,8637.0,9611,974.0,11.28
Candijay,Bohol,FEMALE,10893.0,10945,52.0,0.48
Candijay,Bohol,MALE,10619.0,10683,64.0,0.6
Candon City,Ilocos Sur,FEMALE,19173.0,19154,-19.0,-0.1
Candon City,Ilocos Sur,MALE,19046.0,19399,353.0,1.85
Candoni,Negros Occidental,FEMALE,7292.0,7909,617.0,8.46
Candoni,Negros Occidental,MALE,7878.0,8398,520.0,6.6
Canlaon City,Negros Oriental,FEMALE,17023.0,17707,684.0,4.02
Canlaon City,Negros Oriental,MALE,17238.0,17648,410.0,2.38
Cantilan,Surigao Del Sur,FEMALE,11542.0,12054,512.0,4.44
Cantilan,Surigao Del Sur,MALE,11675.0,12368,693.0,5.94
Caoayan,Ilocos Sur,FEMALE,7007.0,7238,231.0,3.3
Caoayan,Ilocos Sur,MALE,6523.0,6842,319.0,4.89
Capalonga,Camarines Norte,FEMALE,10275.0,11211,936.0,9.11
Capalonga,Camarines Norte,MALE,10108.0,11553,1445.0,14.3
Capas,Tarlac,FEMALE,36664.0,43074,6410.0,17.48
Capas,Tarlac,MALE,34360.0,41364,7004.0,20.38
Capoocan,Leyte,FEMALE,10811.0,11756,945.0,8.74
Capoocan,Leyte,MALE,11487.0,12199,712.0,6.2
Capul,Northern Samar,FEMALE,4973.0,5491,518.0,10.42
Capul,Northern Samar,MALE,4940.0,5522,582.0,11.78
Caraga,Davao Oriental,FEMALE,12228.0,13130,902.0,7.38
Caraga,Davao Oriental,MALE,13886.0,15123,1237.0,8.91
Caramoan,Camarines Sur,FEMALE,15799.0,16896,1097.0,6.94
Caramoan,Camarines Sur,MALE,16087.0,17461,1374.0,8.54
Caramoran,Catanduanes,FEMALE,10592.0,10645,53.0,0.5
Caramoran,Catanduanes,MALE,10987.0,11337,350.0,3.19
Carasi,Ilocos Norte,FEMALE,697.0,664,-33.0,-4.73
Carasi,Ilocos Norte,MALE,709.0,696,-13.0,-1.83
Carcar City,Cebu,FEMALE,38690.0,42184,3494.0,9.03
Carcar City,Cebu,MALE,35613.0,39852,4239.0,11.9
Cardona,Rizal,FEMALE,15141.0,16624,1483.0,9.79
Cardona,Rizal,MALE,13865.0,15339,1474.0,10.63
Carigara,Leyte,FEMALE,18055.0,19183,1128.0,6.25
Carigara,Leyte,MALE,18477.0,19423,946.0,5.12
Carles,Iloilo,FEMALE,21284.0,23616,2332.0,10.96
Carles,Iloilo,MALE,22453.0,25111,2658.0,11.84
Carmen,Agusan Del Norte,FEMALE,7380.0,7602,222.0,3.01
Carmen,Agusan Del Norte,MALE,7412.0,7699,287.0,3.87
Carmen,Bohol,FEMALE,16541.0,17439,898.0,5.43
Carmen,Bohol,MALE,16729.0,17786,1057.0,6.32
Carmen,Cebu,FEMALE,18207.0,19968,1761.0,9.67
Carmen,Cebu,MALE,17109.0,19102,1993.0,11.65
Carmen,Cotabato (North Cotabato),FEMALE,19159.0,18975,-184.0,-0.96
Carmen,Cotabato (North Cotabato),MALE,20811.0,20473,-338.0,-1.62
Carmen,Davao (Davao Del Norte),FEMALE,22828.0,24944,2116.0,9.27
Carmen,Davao (Davao Del Norte),MALE,21899.0,24050,2151.0,9.82
Carmen,Surigao Del Sur,FEMALE,4185.0,4167,-18.0,-0.43
Carmen,Surigao Del Sur,MALE,4070.0,4259,189.0,4.64
Carmona,Cavite,FEMALE,28554.0,30090,1536.0,5.38
Carmona,Cavite,MALE,24259.0,25731,1472.0,6.07
Carranglan,Nueva Ecija,FEMALE,12215.0,13501,1286.0,10.53
Carranglan,Nueva Ecija,MALE,12489.0,13984,1495.0,11.97
Carrascal,Surigao Del Sur,FEMALE,7601.0,8018,417.0,5.49
Carrascal,Surigao Del Sur,MALE,8102.0,8703,601.0,7.42
Casiguran,Aurora,FEMALE,8544.0,8894,350.0,4.1
Casiguran,Aurora,MALE,8677.0,9032,355.0,4.09
Casiguran,Sorsogon,FEMALE,10911.0,11573,662.0,6.07
Casiguran,Sorsogon,MALE,10448.0,11174,726.0,6.95
Castilla,Sorsogon,FEMALE,18115.0,19343,1228.0,6.78
Castilla,Sorsogon,MALE,17434.0,18653,1219.0,6.99
Castillejos,Zambales,FEMALE,16837.0,19051,2214.0,13.15
Castillejos,Zambales,MALE,15304.0,17481,2177.0,14.23
Cataingan,Masbate,FEMALE,15833.0,16284,451.0,2.85
Cataingan,Masbate,MALE,14886.0,15261,375.0,2.52
Catanauan,Quezon,FEMALE,20419.0,22116,1697.0,8.31
Catanauan,Quezon,MALE,19923.0,21926,2003.0,10.05
Catarman,Camiguin,FEMALE,6538.0,6277,-261.0,-3.99
Catarman,Camiguin,MALE,6565.0,6359,-206.0,-3.14
Catarman,Northern Samar,FEMALE,28719.0,30478,1759.0,6.12
Catarman,Northern Samar,MALE,28337.0,30596,2259.0,7.97
Catbalogan City,Samar (Western Samar),FEMALE,33126.0,37548,4422.0,13.35
Catbalogan City,Samar (Western Samar),MALE,33222.0,38233,5011.0,15.08
Cateel,Davao Oriental,FEMALE,13408.0,13858,450.0,3.36
Cateel,Davao Oriental,MALE,14556.0,15227,671.0,4.61
Catigbian,Bohol,FEMALE,7975.0,8261,286.0,3.59
Catigbian,Bohol,MALE,7628.0,8008,380.0,4.98
Catmon,Cebu,FEMALE,9891.0,10763,872.0,8.82
Catmon,Cebu,MALE,9074.0,10223,1149.0,12.66
Catubig,Northern Samar,FEMALE,12215.0,11700,-515.0,-4.22
Catubig,Northern Samar,MALE,12761.0,12305,-456.0,-3.57
Cauayan,Negros Occidental,FEMALE,28160.0,29553,1393.0,4.95
Cauayan,Negros Occidental,MALE,27416.0,28728,1312.0,4.79
Cauayan City,Isabela,FEMALE,43006.0,45566,2560.0,5.95
Cauayan City,Isabela,MALE,41052.0,45080,4028.0,9.81
Cavinti,Laguna,FEMALE,9015.0,9765,750.0,8.32
Cavinti,Laguna,MALE,9013.0,9966,953.0,10.57
Cavite City,Cavite,FEMALE,37001.0,37181,180.0,0.49
Cavite City,Cavite,MALE,33172.0,33822,650.0,1.96
Cawayan,Masbate,FEMALE,21555.0,22453,898.0,4.17
Cawayan,Masbate,MALE,21657.0,22296,639.0,2.95
Cebu City,Cebu,FEMALE,376960.0,387029,10069.0,2.67
Cebu City,Cebu,MALE,332648.0,346015,13367.0,4.02
Cervantes,Ilocos Sur,FEMALE,5289.0,5640,351.0,6.64
Cervantes,Ilocos Sur,MALE,5624.0,6430,806.0,14.33
City Of Antipolo,Rizal,FEMALE,258881.0,254667,-4214.0,-1.63
City Of Antipolo,Rizal,MALE,223181.0,216583,-6598.0,-2.96
City Of Binan,Laguna,FEMALE,102248.0,117390,15142.0,14.81
City Of Binan,Laguna,MALE,91926.0,106101,14175.0,15.42
City Of Calapan,Oriental Mindoro,FEMALE,43957.0,52402,8445.0,19.21
City Of Calapan,Oriental Mindoro,MALE,39631.0,48519,8888.0,22.43
City Of Kidapawan,Cotabato (North Cotabato),FEMALE,43226.0,46018,2792.0,6.46
City Of Kidapawan,Cotabato (North Cotabato),MALE,41425.0,45149,3724.0,8.99
City Of Las Pinas,Ncr,FEMALE,183441.0,163314,-20127.0,-10.97
City Of Las Pinas,Ncr,MALE,144943.0,127760,-17183.0,-11.86
City Of Ligao,Albay,FEMALE,34126.0,36864,2738.0,8.02
City Of Ligao,Albay,MALE,30936.0,34119,3183.0,10.29
City Of Makati,Ncr,FEMALE,256105.0,256215,110.0,0.04
City Of Makati,Ncr,MALE,196319.0,202147,5828.0,2.97
City Of Malaybalay,Bukidnon,FEMALE,51459.0,56238,4779.0,9.29
City Of Malaybalay,Bukidnon,MALE,53745.0,59690,5945.0,11.06
City Of Mandaluyong,Ncr,FEMALE,123278.0,125260,1982.0,1.61
City Of Mandaluyong,Ncr,MALE,106192.0,107232,1040.0,0.98
City Of Manila,Ncr,FEMALE,564530.0,602025,37495.0,6.64
City Of Manila,Ncr,MALE,500619.0,531017,30398.0,6.07
City Of Marikina,Ncr,FEMALE,137494.0,144402,6908.0,5.02
City Of Marikina,Ncr,MALE,108607.0,116347,7740.0,7.13
City Of Muntinlupa,Ncr,FEMALE,184558.0,169303,-15255.0,-8.27
City Of Muntinlupa,Ncr,MALE,156953.0,142447,-14506.0,-9.24
City Of Paranaque,Ncr,FEMALE,179704.0,188875,9171.0,5.1
City Of Paranaque,Ncr,MALE,149220.0,157203,7983.0,5.35
City Of Pasig,Ncr,FEMALE,242857.0,252438,9581.0,3.95
City Of Pasig,Ncr,MALE,197999.0,204932,6933.0,3.5
City Of Passi,Iloilo,FEMALE,26834.0,28002,1168.0,4.35
City Of Passi,Iloilo,MALE,26515.0,28393,1878.0,7.08
City Of San Fernando,La Union,FEMALE,37480.0,39213,1733.0,4.62
City Of San Fernando,La Union,MALE,35175.0,37342,2167.0,6.16
City Of Santiago,Isabela,FEMALE,53192.0,56739,3547.0,6.67
City Of Santiago,Isabela,MALE,50484.0,54546,4062.0,8.05
City Of Tagum,Davao (Davao Del Norte),FEMALE,79708.0,88210,8502.0,10.67
City Of Tagum,Davao (Davao Del Norte),MALE,74511.0,83890,9379.0,12.59
City Of Tarlac,Tarlac,FEMALE,106293.0,110628,4335.0,4.08
City Of Tarlac,Tarlac,MALE,100312.0,103156,2844.0,2.84
City Of Valenzuela,Ncr,FEMALE,204091.0,238069,33978.0,16.65
City Of Valenzuela,Ncr,MALE,173922.0,205542,31620.0,18.18
Clarin,Bohol,FEMALE,7749.0,8245,496.0,6.4
Clarin,Bohol,MALE,7589.0,8130,541.0,7.13
Clarin,Misamis Occidental,FEMALE,13301.0,12954,-347.0,-2.61
Clarin,Misamis Occidental,MALE,12874.0,12646,-228.0,-1.77
Claver,Surigao Del Norte,FEMALE,12949.0,13732,783.0,6.05
Claver,Surigao Del Norte,MALE,15347.0,15676,329.0,2.14
Claveria,Cagayan,FEMALE,10425.0,10720,295.0,2.83
Claveria,Cagayan,MALE,10030.0,10640,610.0,6.08
