province,age,registered_2022
Zamboanga Del Norte,54,10369
Zamboanga Del Norte,55,9933
Zamboanga Del Norte,56,9697
Zamboanga Del Norte,57,10037
Zamboanga Del Norte,58,9596
Zamboanga Del Norte,59,9222
Zamboanga Del Norte,60_and_over,118244
Zamboanga Del Sur,18,22615
Zamboanga Del Sur,19,26945
Zamboanga Del Sur,20,28622
Zamboanga Del Sur,21,31350
Zamboanga Del Sur,22,32121
Zamboanga Del Sur,23,30283
Zamboanga Del Sur,24,32128
Zamboanga Del Sur,25,31543
Zamboanga Del Sur,26,31054
Zamboanga Del Sur,27,31193
Zamboanga Del Sur,28,31204
Zamboanga Del Sur,29,30581
Zamboanga Del Sur,30,29589
Zamboanga Del Sur,31,28996
Zamboanga Del Sur,32,26738
Zamboanga Del Sur,33,27068
Zamboanga Del Sur,34,25749
Zamboanga Del Sur,35,23328
Zamboanga Del Sur,36,22291
Zamboanga Del Sur,37,22340
Zamboanga Del Sur,38,21818
Zamboanga Del Sur,39,22102
Zamboanga Del Sur,40,21072
Zamboanga Del Sur,41,21245
Zamboanga Del Sur,42,22061
Zamboanga Del Sur,43,21297
Zamboanga Del Sur,44,20257
Zamboanga Del Sur,45,19564
Zamboanga Del Sur,46,19260
Zamboanga Del Sur,47,19067
Zamboanga Del Sur,48,18210
Zamboanga Del Sur,49,18710
Zamboanga Del Sur,50,17479
Zamboanga Del Sur,51,17516
Zamboanga Del Sur,52,18457
Zamboanga Del Sur,53,17202
Zamboanga Del Sur,54,15987
Zamboanga Del Sur,55,15121
Zamboanga Del Sur,56,15262
Zamboanga Del Sur,57,15099
Zamboanga Del Sur,58,14676
Zamboanga Del Sur,59,14317
Zamboanga Del Sur,60_and_over,166808
Zamboanga Sibugay,18,10571
Zamboanga Sibugay,19,11722
Zamboanga Sibugay,20,11359
Zamboanga Sibugay,21,12455
Zamboanga Sibugay,22,11887
Zamboanga Sibugay,23,10633
Zamboanga Sibugay,24,11817
Zamboanga Sibugay,25,11365
Zamboanga Sibugay,26,11201
Zamboanga Sibugay,27,11945
Zamboanga Sibugay,28,12312
Zamboanga Sibugay,29,11202
Zamboanga Sibugay,30,11661
Zamboanga Sibugay,31,11025
Zamboanga Sibugay,32,10277
Zamboanga Sibugay,33,10608
Zamboanga Sibugay,34,10111
Zamboanga Sibugay,35,8819
Zamboanga Sibugay,36,8459
Zamboanga Sibugay,37,8502
Zamboanga Sibugay,38,8230
Zamboanga Sibugay,39,8220
Zamboanga Sibugay,40,7885
Zamboanga Sibugay,41,7509
Zamboanga Sibugay,42,7740
Zamboanga Sibugay,43,7460
Zamboanga Sibugay,44,7153
Zamboanga Sibugay,45,7055
Zamboanga Sibugay,46,6660
Zamboanga Sibugay,47,6765
Zamboanga Sibugay,48,6267
Zamboanga Sibugay,49,6581
Zamboanga Sibugay,50,6109
Zamboanga Sibugay,51,5920
Zamboanga Sibugay,52,6526
Zamboanga Sibugay,53,6319
Zamboanga Sibugay,54,5699
Zamboanga Sibugay,55,5370
Zamboanga Sibugay,56,5141
Zamboanga Sibugay,57,5341
Zamboanga Sibugay,58,5172
Zamboanga Sibugay,59,5004
Zamboanga Sibugay,60_and_over,60005
