province,age,registered_2022
Davao De Oro (Compostela Valley),52,8193
Davao De Oro (Compostela Valley),53,8024
Davao De Oro (Compostela Valley),54,7207
Davao De Oro (Compostela Valley),55,6808
Davao De Oro (Compostela Valley),56,6695
Davao De Oro (Compostela Valley),57,6690
Davao De Oro (Compostela Valley),58,6379
Davao De Oro (Compostela Valley),59,6194
Davao De Oro (Compostela Valley),60_and_over,70425
Davao Del Sur,18,15211
Davao Del Sur,19,23196
Davao Del Sur,20,27090
Davao Del Sur,21,32178
Davao Del Sur,22,33345
Davao Del Sur,23,32057
Davao Del Sur,24,35497
Davao Del Sur,25,36979
Davao Del Sur,26,37505
Davao Del Sur,27,38128
Davao Del Sur,28,37882
Davao Del Sur,29,37789
Davao Del Sur,30,38651
Davao Del Sur,31,38511
Davao Del Sur,32,38425
Davao Del Sur,33,37273
Davao Del Sur,34,37505
Davao Del Sur,35,35247
Davao Del Sur,36,32439
Davao Del Sur,37,32887
Davao Del Sur,38,32238
Davao Del Sur,39,31343
Davao Del Sur,40,30343
Davao Del Sur,41,29847
Davao Del Sur,42,29985
Davao Del Sur,43,28511
Davao Del Sur,44,27479
Davao Del Sur,45,26530
Davao Del Sur,46,26287
Davao Del Sur,47,25013
Davao Del Sur,48,24360
Davao Del Sur,49,24738
Davao Del Sur,50,23147
Davao Del Sur,51,23328
Davao Del Sur,52,23911
Davao Del Sur,53,22244
Davao Del Sur,54,20790
Davao Del Sur,55,19730
Davao Del Sur,56,19313
Davao Del Sur,57,19425
Davao Del Sur,58,18518
Davao Del Sur,59,17900
Davao Del Sur,60_and_over,226836
Davao Occidental,18,3461
Davao Occidental,19,3961
Davao Occidental,20,4189
Davao Occidental,21,5071
Davao Occidental,22,4775
Davao Occidental,23,4261
Davao Occidental,24,4834
Davao Occidental,25,4752
Davao Occidental,26,4574
Davao Occidental,27,5820
Davao Occidental,28,5348
Davao Occidental,29,4841
Davao Occidental,30,5560
Davao Occidental,31,5186
Davao Occidental,32,4819
Davao Occidental,33,5200
Davao Occidental,34,4754
Davao Occidental,35,4219
Davao Occidental,36,4392
Davao Occidental,37,4459
Davao Occidental,38,4089
Davao Occidental,39,4080
Davao Occidental,40,3680
Davao Occidental,41,3555
Davao Occidental,42,3851
Davao Occidental,43,3818
Davao Occidental,44,3661
Davao Occidental,45,3371
Davao Occidental,46,3544
Davao Occidental,47,3583
Davao Occidental,48,3395
Davao Occidental,49,3574
Davao Occidental,50,2881
Davao Occidental,51,2895
Davao Occidental,52,3216
Davao Occidental,53,3117
Davao Occidental,54,2787
Davao Occidental,55,2479
Davao Occidental,56,2500
Davao Occidental,57,2662
Davao Occidental,58,2575
Davao Occidental,59,2460
Davao Occidental,60_and_over,26171
Davao Oriental,18,8979
Davao Oriental,19,10442
Davao Oriental,20,10736
Davao Oriental,21,11949
Davao Oriental,22,11328
Davao Oriental,23,10578
Davao Oriental,24,11374
Davao Oriental,25,10464
Davao Oriental,26,10378
Davao Oriental,27,10785
Davao Oriental,28,10070
Davao Oriental,29,9954
Davao Oriental,30,9979
Davao Oriental,31,9831
Davao Oriental,32,9380
Davao Oriental,33,9360
Davao Oriental,34,9046
Davao Oriental,35,8118
Davao Oriental,36,8000
Davao Oriental,37,7792
Davao Oriental,38,7433
Davao Oriental,39,7412
Davao Oriental,40,6944
Davao Oriental,41,6697
Davao Oriental,42,7526
Davao Oriental,43,6959
Davao Oriental,44,6769
Davao Oriental,45,6477
Davao Oriental,46,6573
Davao Oriental,47,6707
Davao Oriental,48,6185
Davao Oriental,49,6689
Davao Oriental,50,5914
Davao Oriental,51,5701
Davao Oriental,52,6546
Davao Oriental,53,5954
Davao Oriental,54,5364
Davao Oriental,55,5405
Davao Oriental,56,5311
Davao Oriental,57,5402
Davao Oriental,58,5284
Davao Oriental,59,4976
Davao Oriental,60_and_over,58980
Dinagat Islands,18,2056
Dinagat Islands,19,2151
Dinagat Islands,20,2205
Dinagat Islands,21,2300
Dinagat Islands,22,2156
Dinagat Islands,23,2044
Dinagat Islands,24,2202
Dinagat Islands,25,1892
Dinagat Islands,26,2067
Dinagat Islands,27,1884
Dinagat Islands,28,1956
Dinagat Islands,29,1896
Dinagat Islands,30,1888
Dinagat Islands,31,1972
Dinagat Islands,32,1754
Dinagat Islands,33,1765
Dinagat Islands,34,1562
Dinagat Islands,35,1483
Dinagat Islands,36,1340
Dinagat Islands,37,1334
Dinagat Islands,38,1430
Dinagat Islands,39,1396
Dinagat Islands,40,1218
Dinagat Islands,41,1201
Dinagat Islands,42,1305
Dinagat Islands,43,1229
Dinagat Islands,44,1158
Dinagat Islands,45,1208
Dinagat Islands,46,1158
Dinagat Islands,47,1206
Dinagat Islands,48,1276
Dinagat Islands,49,1194
Dinagat Islands,50,1132
Dinagat Islands,51,1215
Dinagat Islands,52,1320
Dinagat Islands,53,1232
Dinagat Islands,54,1194
Dinagat Islands,55,1066
Dinagat Islands,56,1059
Dinagat Islands,57,1172
Dinagat Islands,58,1062
Dinagat Islands,59,1069
Dinagat Islands,60_and_over,16681
Eastern Samar,18,9688
Eastern Samar,19,10183
Eastern Samar,20,10252
Eastern Samar,21,10993
Eastern Samar,22,10604
Eastern Samar,23,10242
Eastern Samar,24,10435
Eastern Samar,25,9708
Eastern Samar,26,9456
Eastern Samar,27,9446
Eastern Samar,28,8815
Eastern Samar,29,8552
Eastern Samar,30,8436
Eastern Samar,31,8549
Eastern Samar,32,7337
Eastern Samar,33,7408
Eastern Samar,34,7274
Eastern Samar,35,6767
Eastern Samar,36,6225
Eastern Samar,37,6150
Eastern Samar,38,6070
Eastern Samar,39,6133
Eastern Samar,40,5861
Eastern Samar,41,5549
Eastern Samar,42,5747
Eastern Samar,43,5681
Eastern Samar,44,5465
Eastern Samar,45,5373
Eastern Samar,46,5346
Eastern Samar,47,5197
Eastern Samar,48,5189
Eastern Samar,49,5166
Eastern Samar,50,5036
Eastern Samar,51,4826
Eastern Samar,52,4995
Eastern Samar,53,4870
Eastern Samar,54,4412
Eastern Samar,55,4394
Eastern Samar,56,4245
Eastern Samar,57,4390
Eastern Samar,58,4206
Eastern Samar,59,4140
Eastern Samar,60_and_over,58805
Guimaras,18,2593
Guimaras,19,2960
Guimaras,20,3155
Guimaras,21,3405
Guimaras,22,3319
Guimaras,23,2908
Guimaras,24,3135
Guimaras,25,3051
Guimaras,26,3073
Guimaras,27,3138
Guimaras,28,2869
Guimaras,29,3014
Guimaras,30,2960
Guimaras,31,2954
Guimaras,32,2739
Guimaras,33,2883
Guimaras,34,2853
Guimaras,35,2651
Guimaras,36,2466
Guimaras,37,2499
Guimaras,38,2497
Guimaras,39,2528
Guimaras,40,2330
Guimaras,41,2314
Guimaras,42,2273
Guimaras,43,2185
Guimaras,44,2087
Guimaras,45,2001
Guimaras,46,2073
Guimaras,47,1951
Guimaras,48,1888
Guimaras,49,1986
Guimaras,50,1920
Guimaras,51,1920
Guimaras,52,1843
Guimaras,53,1874
Guimaras,54,1721
Guimaras,55,1653
Guimaras,56,1595
Guimaras,57,1754
Guimaras,58,1655
Guimaras,59,1575
Guimaras,60_and_over,21828
Ifugao,18,2478
Ifugao,19,3054
Ifugao,20,3183
Ifugao,21,3527
Ifugao,22,3565
Ifugao,23,3380
Ifugao,24,3662
Ifugao,25,3560
Ifugao,26,3831
Ifugao,27,3954
Ifugao,28,3951
Ifugao,29,3902
Ifugao,30,3939
Ifugao,31,3820
Ifugao,32,3637
Ifugao,33,3449
Ifugao,34,3379
Ifugao,35,3109
Ifugao,36,2932
Ifugao,37,2739
Ifugao,38,2791
Ifugao,39,2727
Ifugao,40,2484
Ifugao,41,2439
Ifugao,42,2565
Ifugao,43,2395
Ifugao,44,2306
Ifugao,45,2178
Ifugao,46,2170
Ifugao,47,1916
Ifugao,48,1911
Ifugao,49,2091
Ifugao,50,1808
Ifugao,51,1708
Ifugao,52,1895
Ifugao,53,1982
Ifugao,54,1619
Ifugao,55,1597
Ifugao,56,1588
Ifugao,57,1661
Ifugao,58,1638
Ifugao,59,1556
Ifugao,60_and_over,20352
Ilocos Norte,18,8886
Ilocos Norte,19,10269
Ilocos Norte,20,10314
Ilocos Norte,21,10886
Ilocos Norte,22,10598
Ilocos Norte,23,9631
Ilocos Norte,24,10388
Ilocos Norte,25,10384
Ilocos Norte,26,10059
Ilocos Norte,27,10261
Ilocos Norte,28,10052
Ilocos Norte,29,9817
Ilocos Norte,30,9706
Ilocos Norte,31,9766
Ilocos Norte,32,9540
Ilocos Norte,33,9056
Ilocos Norte,34,9143
Ilocos Norte,35,9221
Ilocos Norte,36,8646
Ilocos Norte,37,8781
Ilocos Norte,38,8652
Ilocos Norte,39,8882
Ilocos Norte,40,8620
Ilocos Norte,41,8576
Ilocos Norte,42,8453
Ilocos Norte,43,8184
Ilocos Norte,44,7664
Ilocos Norte,45,7464
Ilocos Norte,46,6878
Ilocos Norte,47,6772
Ilocos Norte,48,6907
Ilocos Norte,49,6887
Ilocos Norte,50,7001
Ilocos Norte,51,6775
Ilocos Norte,52,7113
Ilocos Norte,53,6961
Ilocos Norte,54,6480
Ilocos Norte,55,6224
Ilocos Norte,56,6022
Ilocos Norte,57,6068
Ilocos Norte,58,5804
Ilocos Norte,59,5766
Ilocos Norte,60_and_over,80557
Ilocos Sur,18,9850
Ilocos Sur,19,11611
Ilocos Sur,20,11607
Ilocos Sur,21,12438
Ilocos Sur,22,11954
Ilocos Sur,23,11027
Ilocos Sur,24,11584
Ilocos Sur,25,11225
Ilocos Sur,26,11161
Ilocos Sur,27,11364
Ilocos Sur,28,11332
Ilocos Sur,29,11661
Ilocos Sur,30,10905
Ilocos Sur,31,10461
Ilocos Sur,32,10142
Ilocos Sur,33,9472
Ilocos Sur,34,9671
Ilocos Sur,35,9494
Ilocos Sur,36,9249
Ilocos Sur,37,9225
Ilocos Sur,38,9457
Ilocos Sur,39,9360
Ilocos Sur,40,9254
Ilocos Sur,41,9096
Ilocos Sur,42,9038
Ilocos Sur,43,8865
Ilocos Sur,44,8345
Ilocos Sur,45,8350
Ilocos Sur,46,7660
Ilocos Sur,47,7367
Ilocos Sur,48,7253
Ilocos Sur,49,7376
Ilocos Sur,50,7659
Ilocos Sur,51,7388
Ilocos Sur,52,7491
Ilocos Sur,53,7382
Ilocos Sur,54,6886
Ilocos Sur,55,6614
Ilocos Sur,56,6733
Ilocos Sur,57,6726
Ilocos Sur,58,6727
Ilocos Sur,59,6472
Ilocos Sur,60_and_over,90052
Iloilo,18,33203
Iloilo,19,38615
Iloilo,20,39948
Iloilo,21,43608
Iloilo,22,43251
Iloilo,23,38320
Iloilo,24,41315
Iloilo,25,40026
Iloilo,26,40908
Iloilo,27,39694
Iloilo,28,39300
Iloilo,29,37956
Iloilo,30,38129
Iloilo,31,37504
Iloilo,32,35828
Iloilo,33,35119
Iloilo,34,35110
Iloilo,35,33522
Iloilo,36,31362
Iloilo,37,32011
Iloilo,38,30845
Iloilo,39,32023
Iloilo,40,30243
Iloilo,41,30204
Iloilo,42,29915
Iloilo,43,28701
Iloilo,44,28026
Iloilo,45,27427
Iloilo,46,26505
Iloilo,47,25530
Iloilo,48,24374
Iloilo,49,25496
Iloilo,50,24021
Iloilo,51,24862
Iloilo,52,25159
Iloilo,53,24590
Iloilo,54,23056
Iloilo,55,22696
Iloilo,56,22426
Iloilo,57,22216
Iloilo,58,22205
Iloilo,59,21924
Iloilo,60_and_over,301579
Isabela,18,22253
Isabela,19,27066
Isabela,20,27756
Isabela,21,29589
Isabela,22,28406
Isabela,23,27224
Isabela,24,28618
Isabela,25,29032
Isabela,26,29372
Isabela,27,28689
Isabela,28,28553
Isabela,29,27974
Isabela,30,27757
Isabela,31,27445
Isabela,32,26243
Isabela,33,24335
Isabela,34,24270
Isabela,35,23275
Isabela,36,22546
Isabela,37,21067
Isabela,38,21164
Isabela,39,21767
Isabela,40,20528
Isabela,41,20983
Isabela,42,22028
Isabela,43,20860
Isabela,44,20084
Isabela,45,18848
Isabela,46,18769
Isabela,47,18170
Isabela,48,17030
Isabela,49,18905
Isabela,50,17313
Isabela,51,17637
Isabela,52,18173
Isabela,53,17770
Isabela,54,15816
Isabela,55,15469
Isabela,56,15353
Isabela,57,15619
Isabela,58,15686
Isabela,59,15168
Isabela,60_and_over,178248
Kalinga,18,3674
Kalinga,19,4256
Kalinga,20,4386
Kalinga,21,4668
Kalinga,22,4460
Kalinga,23,4540
Kalinga,24,4677
Kalinga,25,4213
Kalinga,26,4290
Kalinga,27,4288
Kalinga,28,4166
Kalinga,29,3984
Kalinga,30,4352
Kalinga,31,4100
Kalinga,32,3887
Kalinga,33,3715
Kalinga,34,3699
Kalinga,35,3356
Kalinga,36,3089
Kalinga,37,2970
Kalinga,38,2984
Kalinga,39,3074
Kalinga,40,2786
Kalinga,41,2553
Kalinga,42,2818
Kalinga,43,2739
Kalinga,44,2520
Kalinga,45,2596
Kalinga,46,2329
Kalinga,47,2338
Kalinga,48,2192
Kalinga,49,2469
Kalinga,50,2133
Kalinga,51,1986
Kalinga,52,2275
Kalinga,53,2155
Kalinga,54,1957
Kalinga,55,1921
Kalinga,56,1770
Kalinga,57,1906
Kalinga,58,1804
Kalinga,59,1897
Kalinga,60_and_over,22451
La Union,18,11115
La Union,19,12929
La Union,20,13252
La Union,21,14099
La Union,22,13605
La Union,23,13030
La Union,24,13864
La Union,25,13553
La Union,26,13485
La Union,27,13320
La Union,28,13185
La Union,29,13119
La Union,30,12693
La Union,31,12488
La Union,32,11927
La Union,33,11157
La Union,34,11445
La Union,35,11255
La Union,36,10388
La Union,37,10670
La Union,38,10626
La Union,39,10598
La Union,40,10402
La Union,41,10527
La Union,42,10129
La Union,43,10034
La Union,44,9415
La Union,45,9078
La Union,46,8651
La Union,47,8112
La Union,48,8397
La Union,49,8272
La Union,50,8366
La Union,51,8258
La Union,52,8754
La Union,53,8271
La Union,54,7970
La Union,55,7569
La Union,56,7469
La Union,57,7467
La Union,58,7466
La Union,59,7484
La Union,60_and_over,94836
Laguna,18,30824
Laguna,19,42400
Laguna,20,45125
Laguna,21,49866
Laguna,22,50524
Laguna,23,48364
Laguna,24,52730
Laguna,25,53512
Laguna,26,52772
Laguna,27,52507
Laguna,28,53010
Laguna,29,53282
Laguna,30,51511
Laguna,31,50761
Laguna,32,49360
Laguna,33,46847
Laguna,34,47889
Laguna,35,46095
Laguna,36,44913
Laguna,37,43931
Laguna,38,44214
Laguna,39,44921
Laguna,40,44392
Laguna,41,45222
Laguna,42,45486
Laguna,43,43009
Laguna,44,41052
Laguna,45,39753
Laguna,46,37408
Laguna,47,35035
Laguna,48,33701
Laguna,49,33564
Laguna,50,32066
Laguna,51,32024
Laguna,52,33104
Laguna,53,30896
Laguna,54,29053
Laguna,55,28206
Laguna,56,27241
Laguna,57,27099
Laguna,58,25879
Laguna,59,25128
Laguna,60_and_over,301011
Lanao Del Norte,18,12459
Lanao Del Norte,19,14906
Lanao Del Norte,20,15146
Lanao Del Norte,21,16492
Lanao Del Norte,22,16091
Lanao Del Norte,23,14762
Lanao Del Norte,24,16092
Lanao Del Norte,25,15420
Lanao Del Norte,26,15018
Lanao Del Norte,27,15905
Lanao Del Norte,28,15443
Lanao Del Norte,29,14695
Lanao Del Norte,30,15668
Lanao Del Norte,31,15387
Lanao Del Norte,32,13565
Lanao Del Norte,33,14340
Lanao Del Norte,34,13102
Lanao Del Norte,35,11423
Lanao Del Norte,36,11847
Lanao Del Norte,37,12720
Lanao Del Norte,38,11585
Lanao Del Norte,39,11078
Lanao Del Norte,40,10221
Lanao Del Norte,41,10208
Lanao Del Norte,42,11082
Lanao Del Norte,43,11155
Lanao Del Norte,44,10229
Lanao Del Norte,45,9242
Lanao Del Norte,46,9233
Lanao Del Norte,47,9234
Lanao Del Norte,48,8770
Lanao Del Norte,49,9047
Lanao Del Norte,50,8749
Lanao Del Norte,51,8452
Lanao Del Norte,52,9223
Lanao Del Norte,53,8583
Lanao Del Norte,54,7949
Lanao Del Norte,55,7697
Lanao Del Norte,56,7312
Lanao Del Norte,57,7401
Lanao Del Norte,58,7124
Lanao Del Norte,59,7176
Lanao Del Norte,60_and_over,85785
Lanao Del Sur,18,17538
Lanao Del Sur,19,20832
Lanao Del Sur,20,18942
Lanao Del Sur,21,26113
Lanao Del Sur,22,25375
Lanao Del Sur,23,19995
Lanao Del Sur,24,23103
Lanao Del Sur,25,21989
Lanao Del Sur,26,19593
Lanao Del Sur,27,33680
Lanao Del Sur,28,38184
Lanao Del Sur,29,30201
Lanao Del Sur,30,23333
Lanao Del Sur,31,19699
Lanao Del Sur,32,17874
Lanao Del Sur,33,15223
Lanao Del Sur,34,14207
Lanao Del Sur,35,13323
Lanao Del Sur,36,12328
Lanao Del Sur,37,12790
Lanao Del Sur,38,11841
Lanao Del Sur,39,11632
Lanao Del Sur,40,10964
Lanao Del Sur,41,10602
Lanao Del Sur,42,12167
Lanao Del Sur,43,10312
Lanao Del Sur,44,9614
Lanao Del Sur,45,9451
Lanao Del Sur,46,9581
Lanao Del Sur,47,10081
Lanao Del Sur,48,8829
Lanao Del Sur,49,9356
Lanao Del Sur,50,8814
Lanao Del Sur,51,7796
Lanao Del Sur,52,9744
Lanao Del Sur,53,7857
Lanao Del Sur,54,6989
Lanao Del Sur,55,6206
Lanao Del Sur,56,5818
Lanao Del Sur,57,6790
Lanao Del Sur,58,5476
Lanao Del Sur,59,4968
Lanao Del Sur,60_and_over,66433
Leyte,18,32748
Leyte,19,36663
Leyte,20,37122
Leyte,21,40200
Leyte,22,38586
Leyte,23,35910
Leyte,24,37403
Leyte,25,34883
Leyte,26,35502
Leyte,27,34933
Leyte,28,34700
Leyte,29,33897
Leyte,30,32261
Leyte,31,32779
Leyte,32,29282
Leyte,33,30224
Leyte,34,29141
Leyte,35,27663
Leyte,36,25271
Leyte,37,25359
Leyte,38,25119
Leyte,39,25183
Leyte,40,24174
Leyte,41,23987
Leyte,42,24268
Leyte,43,22875
Leyte,44,22702
Leyte,45,21732
Leyte,46,21476
Leyte,47,20860
Leyte,48,20391
Leyte,49,20305
Leyte,50,19274
Leyte,51,19962
Leyte,52,20175
Leyte,53,19567
Leyte,54,18294
Leyte,55,18100
Leyte,56,17743
Leyte,57,17636
Leyte,58,17459
Leyte,59,17251
Leyte,60_and_over,227807
Maguindanao,18,17098
Maguindanao,19,22141
Maguindanao,20,21936
Maguindanao,21,29250
Maguindanao,22,30729
Maguindanao,23,25231
Maguindanao,24,26814
Maguindanao,25,24805
Maguindanao,26,21979
Maguindanao,27,34854
Maguindanao,28,41532
Maguindanao,29,33595
Maguindanao,30,27124
Maguindanao,31,25803
Maguindanao,32,25549
Maguindanao,33,22501
Maguindanao,34,21250
Maguindanao,35,21229
Maguindanao,36,20689
Maguindanao,37,21842
Maguindanao,38,19553
Maguindanao,39,18785
Maguindanao,40,17167
Maguindanao,41,17379
Maguindanao,42,19835
Maguindanao,43,16873
Maguindanao,44,14705
Maguindanao,45,14951
Maguindanao,46,15460
Maguindanao,47,15383
Maguindanao,48,14099
Maguindanao,49,15218
Maguindanao,50,14137
Maguindanao,51,13030
Maguindanao,52,16004
Maguindanao,53,12837
Maguindanao,54,11231
Maguindanao,55,9327
Maguindanao,56,8979
Maguindanao,57,10676
Maguindanao,58,9091
Maguindanao,59,8558
Maguindanao,60_and_over,109782
Marinduque,18,3956
Marinduque,19,4523
Marinduque,20,4588
Marinduque,21,4981
Marinduque,22,4676
Marinduque,23,4021
Marinduque,24,4297
Marinduque,25,3786
Marinduque,26,3935
Marinduque,27,3882
Marinduque,28,3605
Marinduque,29,3569
Marinduque,30,3444
Marinduque,31,3317
Marinduque,32,3241
Marinduque,33,2901
Marinduque,34,3129
Marinduque,35,2898
Marinduque,36,2883
Marinduque,37,2892
Marinduque,38,2755
Marinduque,39,2577
Marinduque,40,2866
Marinduque,41,2832
Marinduque,42,2815
Marinduque,43,2884
Marinduque,44,2695
Marinduque,45,2667
Marinduque,46,2608
Marinduque,47,2500
Marinduque,48,2420
Marinduque,49,2527
Marinduque,50,2487
Marinduque,51,2435
Marinduque,52,2593
Marinduque,53,2531
Marinduque,54,2364
Marinduque,55,2440
Marinduque,56,2214
Marinduque,57,2221
Marinduque,58,2174
Marinduque,59,2162
Marinduque,60_and_over,31247
Masbate,18,17867
Masbate,19,19191
Masbate,20,19172
Masbate,21,21523
Masbate,22,19777
Masbate,23,17128
Masbate,24,17814
Masbate,25,16193
Masbate,26,15780
Masbate,27,15862
Masbate,28,15586
Masbate,29,14808
Masbate,30,15615
Masbate,31,14072
Masbate,32,12319
Masbate,33,12780
Masbate,34,12423
Masbate,35,11703
Masbate,36,10925
Masbate,37,10690
Masbate,38,9789
Masbate,39,10606
Masbate,40,10131
Masbate,41,9875
Masbate,42,10302
Masbate,43,9801
Masbate,44,9094
Masbate,45,9191
Masbate,46,9166
Masbate,47,9294
Masbate,48,8428
Masbate,49,8773
Masbate,50,8222
Masbate,51,8114
Masbate,52,8779
Masbate,53,8153
Masbate,54,7568
Masbate,55,7439
Masbate,56,7186
Masbate,57,7347
Masbate,58,6896
Masbate,59,6922
Masbate,60_and_over,88431
Misamis Occidental,18,10754
Misamis Occidental,19,11872
Misamis Occidental,20,12009
Misamis Occidental,21,12688
Misamis Occidental,22,12134
Misamis Occidental,23,10964
Misamis Occidental,24,11524
Misamis Occidental,25,10577
Misamis Occidental,26,10828
Misamis Occidental,27,10650
Misamis Occidental,28,10432
Misamis Occidental,29,10364
Misamis Occidental,30,10119
Misamis Occidental,31,10125
Misamis Occidental,32,9442
Misamis Occidental,33,9567
Misamis Occidental,34,9146
Misamis Occidental,35,8308
Misamis Occidental,36,7742
Misamis Occidental,37,7567
Misamis Occidental,38,7651
Misamis Occidental,39,7472
Misamis Occidental,40,7305
Misamis Occidental,41,7504
Misamis Occidental,42,7805
Misamis Occidental,43,7616
Misamis Occidental,44,7205
Misamis Occidental,45,6917
Misamis Occidental,46,6863
Misamis Occidental,47,6832
Misamis Occidental,48,6612
Misamis Occidental,49,6794
Misamis Occidental,50,6567
Misamis Occidental,51,6875
Misamis Occidental,52,7078
Misamis Occidental,53,6800
Misamis Occidental,54,6314
Misamis Occidental,55,6167
Misamis Occidental,56,6062
Misamis Occidental,57,5931
Misamis Occidental,58,6013
Misamis Occidental,59,5804
Misamis Occidental,60_and_over,77833
Misamis Oriental,18,22623
Misamis Oriental,19,26025
Misamis Oriental,20,27082
Misamis Oriental,21,28260
Misamis Oriental,22,28010
Misamis Oriental,23,26414
Misamis Oriental,24,27800
Misamis Oriental,25,26908
Misamis Oriental,26,26738
Misamis Oriental,27,27273
Misamis Oriental,28,27020
Misamis Oriental,29,26616
Misamis Oriental,30,26911
Misamis Oriental,31,26690
Misamis Oriental,32,25586
Misamis Oriental,33,25265
Misamis Oriental,34,24279
Misamis Oriental,35,22398
Misamis Oriental,36,20989
Misamis Oriental,37,20904
Misamis Oriental,38,20384
Misamis Oriental,39,20147
Misamis Oriental,40,19384
Misamis Oriental,41,19500
Misamis Oriental,42,20220
Misamis Oriental,43,19700
Misamis Oriental,44,18228
Misamis Oriental,45,17456
Misamis Oriental,46,17072
Misamis Oriental,47,16321
Misamis Oriental,48,16190
Misamis Oriental,49,16622
Misamis Oriental,50,15780
Misamis Oriental,51,15859
Misamis Oriental,52,16628
Misamis Oriental,53,15559
Misamis Oriental,54,14247
Misamis Oriental,55,13894
Misamis Oriental,56,13748
Misamis Oriental,57,13986
Misamis Oriental,58,13395
Misamis Oriental,59,13032
Misamis Oriental,60_and_over,158566
Mountain Province,18,2469
Mountain Province,19,2983
Mountain Province,20,3126
Mountain Province,21,3440
Mountain Province,22,3032
Mountain Province,23,2861
Mountain Province,24,3029
Mountain Province,25,2975
Mountain Province,26,2948
Mountain Province,27,3160
Mountain Province,28,3165
Mountain Province,29,3046
Mountain Province,30,3193
Mountain Province,31,3150
Mountain Province,32,3030
Mountain Province,33,3043
Mountain Province,34,2847
Mountain Province,35,2605
Mountain Province,36,2465
Mountain Province,37,2274
Mountain Province,38,2369
Mountain Province,39,2248
Mountain Province,40,2051
Mountain Province,41,2035
Mountain Province,42,2044
Mountain Province,43,1952
Mountain Province,44,1912
Mountain Province,45,1774
Mountain Province,46,1719
Mountain Province,47,1619
Mountain Province,48,1595
Mountain Province,49,1642
Mountain Province,50,1503
Mountain Province,51,1549
Mountain Province,52,1684
Mountain Province,53,1588
Mountain Province,54,1417
Mountain Province,55,1525
Mountain Province,56,1432
Mountain Province,57,1486
Mountain Province,58,1422
Mountain Province,59,1377
Mountain Province,60_and_over,19141
Ncr,18,84565
Ncr,19,130862
Ncr,20,145530
Ncr,21,166742
Ncr,22,169001
Ncr,23,165232
Ncr,24,181671
Ncr,25,187515
Ncr,26,187125
Ncr,27,183861
Ncr,28,183789
Ncr,29,185750
Ncr,30,181627
Ncr,31,182169
Ncr,32,175013
Ncr,33,166690
Ncr,34,164817
Ncr,35,160403
Ncr,36,152283
Ncr,37,152403
Ncr,38,152629
Ncr,39,152438
Ncr,40,151563
Ncr,41,153902
Ncr,42,153325
Ncr,43,147865
Ncr,44,141089
Ncr,45,137117
Ncr,46,130701
Ncr,47,124334
Ncr,48,123164
Ncr,49,125283
Ncr,50,122416
Ncr,51,124706
Ncr,52,126419
Ncr,53,118390
Ncr,54,110550
Ncr,55,105656
Ncr,56,105194
Ncr,57,103628
Ncr,58,99473
Ncr,59,97822
Ncr,60_and_over,1207649
Negros Occidental,18,32219
Negros Occidental,19,42889
Negros Occidental,20,47226
Negros Occidental,21,52606
Negros Occidental,22,51773
Negros Occidental,23,45869
Negros Occidental,24,48512
Negros Occidental,25,47469
Negros Occidental,26,50191
Negros Occidental,27,48909
Negros Occidental,28,48012
Negros Occidental,29,48425
Negros Occidental,30,47468
Negros Occidental,31,47685
Negros Occidental,32,44152
Negros Occidental,33,44246
Negros Occidental,34,42497
Negros Occidental,35,40057
Negros Occidental,36,35247
Negros Occidental,37,36837
Negros Occidental,38,36684
Negros Occidental,39,38212
Negros Occidental,40,36522
Negros Occidental,41,35092
Negros Occidental,42,35085
Negros Occidental,43,33714
Negros Occidental,44,33272
Negros Occidental,45,32919
Negros Occidental,46,32974
Negros Occidental,47,30520
Negros Occidental,48,31786
Negros Occidental,49,31473
Negros Occidental,50,30322
Negros Occidental,51,31846
Negros Occidental,52,31988
Negros Occidental,53,30709
Negros Occidental,54,29427
Negros Occidental,55,27787
Negros Occidental,56,27900
Negros Occidental,57,27946
Negros Occidental,58,27372
Negros Occidental,59,27366
Negros Occidental,60_and_over,343434
Negros Oriental,18,15931
Negros Oriental,19,20864
Negros Oriental,20,23113
Negros Oriental,21,25509
Negros Oriental,22,24812
Negros Oriental,23,22289
Negros Oriental,24,23705
Negros Oriental,25,23169
Negros Oriental,26,23690
Negros Oriental,27,24557
Negros Oriental,28,24268
Negros Oriental,29,24009
Negros Oriental,30,22986
Negros Oriental,31,23377
Negros Oriental,32,21899
Negros Oriental,33,21451
Negros Oriental,34,20344
Negros Oriental,35,19068
Negros Oriental,36,17017
Negros Oriental,37,17963
Negros Oriental,38,17353
Negros Oriental,39,17640
Negros Oriental,40,16371
Negros Oriental,41,16386
Negros Oriental,42,16406
Negros Oriental,43,16096
Negros Oriental,44,15685
Negros Oriental,45,14798
Negros Oriental,46,14979
Negros Oriental,47,14316
Negros Oriental,48,14778
Negros Oriental,49,14703
Negros Oriental,50,13981
Negros Oriental,51,14440
Negros Oriental,52,14102
Negros Oriental,53,13935
Negros Oriental,54,13675
Negros Oriental,55,12926
Negros Oriental,56,13006
Negros Oriental,57,13080
Negros Oriental,58,12824
Negros Oriental,59,13019
Negros Oriental,60_and_over,167519
Northern Samar,18,12985
Northern Samar,19,13764
Northern Samar,20,13751
Northern Samar,21,15047
Northern Samar,22,14508
